,party,text,label
59,gruene,"Gleichzeitig wollen wir neue Formate wie Reallabore und Experimentierräume fördern, in denen Zivilgesellschaft, Wissenschaft, Wirtschaft und Kommunen gemeinsam an Lösungen für Herausforderungen vor Ort arbeiten und forschen.",411.0
60,gruene,"Gemäß der Klimaentscheidung des Bundesverfassungsgerichts, die auch auf den Sachverständigenrat für Umweltfragen verweist, müssen wir unsere Klimapolitik am Budgetansatz orientieren.",501.0
61,gruene,"Der Sachverständigenrat hat daraus ein verbleibendes nationales Kohlenstoffbudget von 6,6 Gigatonnen CO2 ab 2020 abgeleitet.",501.0
62,gruene,"Deswegen werden wir ein Klimaschutz-Sofortprogramm auf den Weg bringen, das in allen Sektoren sofort wirksame Maßnahmen anstößt, bestehende Ausbauhindernisse beseitigt, naheliegende Einsparmöglichkeiten umsetzt und auch die Klima-und Entwicklungspartnerschaften im Sinne des globalen Budgetansatzes stärkt.",501.0
63,gruene,"Wir werden das noch immer ungenügende Klimaschutzgesetz generationen- und budgetgerecht nachschärfen, jahres- und sektorenscharf ausbuchstabieren, die Rolle des Expertenrates für Klimafragen stärken und das deutsche Klimaziel 2030 auf mindestens minus 70 Prozent anheben.",501.0
64,gruene,"Unser Ziel ist es, 100 Prozent erneuerbare Energien bis 2035 zu erreichen.",501.0
65,gruene,Effektiver und sozial gerechter Klimaschutz muss sich auch ökonomisch lohnen.,501.0
66,gruene,"Das wollen wir durch einen klugen Mix aus CO2-Preisen, Anreizen und Förderung sowie Ordnungsrecht und Abbau von umweltschädlichen Subventionen ändern.",416.2
67,gruene,Wir sehen in der CO2-Bepreisung also ein Instrument von vielen – und werden es wirksam und sozial gerecht einsetzen.,412.0
68,gruene,"Das EU-Emissionshandelssystem (ETS) ist im Lichte des neuen EU-Klimaziels für 2030 zu reformieren, um seine Lenkungswirkung endlich voll und ganz zu erfüllen.",501.0
69,gruene,"Mit einer deutlichen Reduktion von Emissionszertifikaten und der Löschung überschüssiger Zertifikate vom Markt erreichen wir einen CO2-Preis im Bereich Strom, Industrie und europäischem Luftverkehr, der dafür sorgt, dass erneuerbare Energien statt Kohle und Kerosin zum Einsatz kommen, die Industrie Planungssicherheit bekommt und einen Anreiz hat, in Dekarbonisierung und Technologieführerschaft zu investieren.",416.2
70,gruene,"Für die Bereiche Verkehr und Wärme wurde in Deutschland auf Druck der Klimabewegung und von uns Grünen zudem ein CO2-Preis eingeführt, dessen Lenkungswirkung aber weiter sozial gerecht verbessert werden muss.",412.0
71,gruene,Wir wollen die Erhöhung des CO2-Preises auf 60 Euro auf das Jahr 2023 vorziehen.,412.0
72,gruene,"Danach soll der CO2-Preis so ansteigen, dass er im Konzert mit den Fördermaßnahmen und ordnungsrechtlichen Vorgaben die Erreichung des neuen Klimaziels 2030 absichert.",412.0
73,gruene,"Damit Klimaschutz sozial gerecht ist, wollen wir die Einnahmen aus dem nationalen CO2-Preis direkt an die Bürger*innen zurückgeben.",503.0
74,gruene,"Dazu streben wir neben der Senkung der EEG-Umlage ein Energiegeld an, das jede*r Bürger*in erhält.",504.0
75,gruene,"Über das Energiegeld geben wir alle zusätzlichen Einnahmen transparent an die Menschen zurück und entlasten sie direkt, indem sie eine Rückerstattung pro Kopf bekommen.",504.0
76,gruene,Unterm Strich werden so Geringverdiener*innen und Familien entlastet und vor allem Menschen mit hohen Einkommen belastet.,503.0
77,gruene,"Um zum Beispiel Pendler*innen mit niedrigen Einkommen bei der Anpassung zu unterstützen, legen wir einen Klimabonus-Fonds auf, der mit großzügigen Hilfen unterstützt, etwa beim Umstieg auf Bus und Bahn oder ein emissionsfreies Fahrzeug.",503.0
78,gruene,Wir wollen Klimaschutz systematisch in unsere Rechtsordnung aufnehmen.,501.0
79,gruene,Die Vorgaben des Pariser Klimavertrages sowie den Atomausstieg wollen wir im Grundgesetz verankern,204.0
80,gruene,und Ökologie als weiteres Grundprinzip staatlichen Handelns stärken.,501.0
81,gruene,"Dem Staat geben wir mehr Möglichkeiten, durch eine intelligente Steuergesetzgebung ressourcenschonendes Verhalten zu belohnen",416.2
82,gruene,Für Genehmigungsprozesse führen wir eine Klimaverträglichkeitsprüfung ein.,501.0
83,gruene,"Mit einer CO2-Bremse machen wir Klimaschutz zur Querschnittsaufgabe, indem wir Gesetze auf ihre Klimawirkung hin prüfen, die Vereinbarkeit mit den nationalen Klimaschutzzielen und dem CO2- Budget sicherstellen und den möglichen Einsatz von klimafreundlichen Alternativen gewährleisten.",501.0
84,gruene,"Wir setzen uns dafür ein, den Kohleausstieg bis 2030 zu vollenden.",501.0
85,gruene,In diesem Sinne werden wir alle Möglichkeiten – auch auf EU-Ebene – nutzen.,501.0
86,gruene,"Um nicht erneut den Kohlekonzernen Milliarden an Steuergeldern zu schenken, werden wir die massiven Klimaschäden der Kohleverstromung einpreisen.",412.0
87,gruene,"Sollte dieser auf europäischer Ebene nicht schnell genug erreicht sein, setzen wir auf einen nationalen CO2-Mindestpreis im ETS für Industrie und Strom von 60 Euro pro Tonne CO2.",412.0
88,gruene,Ein beschleunigter Kohleausstieg bedarf im Sinne der Versorgungssicherheit eines massiven Ausbaus der erneuerbaren Energien und einer Ausrichtung des Energiemarktdesigns auf Sonne und Wind.,416.2
89,gruene,"Zugleich wollen wir für den Gesundheitsschutz die Grenzwerte für den Ausstoß von Schadstoffen, insbesondere Quecksilber, aus Großfeuerungsanlagen anschärfen.",403.0
90,gruene,Den durch den Braunkohletagebau Garzweiler von Enteignung und Vertreibung bedrohten Menschen muss das Land Nordrhein-Westfalen endlich Planungs- und Rechtssicherheit für Erhalt und Zukunft ihrer Dörfer geben.,503.0
91,gruene,Dies wollen wir im Bund mit den richtigen Rahmenbedingungen unterstützen.,301.0
92,gruene,"Das Bergrecht werden wir grundlegend überarbeiten und Betroffenenrechte, Umwelt- und Naturschutz stärken.",501.0
93,gruene,"Wir wollen eine Energiewende, bei der alle mitmachen können – Mieter*innen wie Hausbesitzer*innen.",416.2
94,gruene,Deshalb werden wir Solardächer fördern und zum Standard machen.,416.2
95,gruene,"Beginnend mit Neubauten, öffentlichen und Gewerbegebäuden sowie Dachsanierungen wollen wir diesen neuen Standard perspektivisch auf den Bestand ausweiten.",416.2
96,gruene,Die Mieterstrom-Regeln werden wir deutlich vereinfachen und Mieterstromprojekte fördern.,416.2
97,gruene,"Bürokratische Hürden für die Nutzung des Stroms vom eigenen Dach wollen wir abbauen,",401.0
98,gruene,Eigenverbrauch und Direktvermarktung stärken.,416.2
99,gruene,"Die Photovoltaik wollen wir nicht nur auf die Dächer, sondern auch in die Fläche bringen, indem wir die politischen und rechtlichen Rahmenbedingungen verbessern und den Bau erleichtern.",416.2
100,gruene,"Der Ausbau soll vorzugsweise auf versiegelten Flächen, etwa über Parkplätzen, neben Autobahnen und Schienen und auf Konversions- oder Bergbaufolgeflächen, erfolgen und nicht auf wertvollem Ackerland.",703.1
101,gruene,"Neue Flächenkonkurrenzen wollen wir vermeiden und stellen den Mehrfachnutzen für Energieerzeugung, Biodiversität und Landwirtschaft in den Vordergrund.",416.2
102,gruene,Landwirtschaftsbetriebe sollen für ökologische Leistungen Geld erhalten und so zusätzliche Erträge erzielen.,703.1
103,gruene,von den Erlösen müssen die Kommunen profitieren.,301.0
104,gruene,"Auch bei der Windkraft müssen wir schneller vorankommen, zum Beispiel indem wir den Ausbau außerhalb der Ausschreibungen stärken.",416.2
105,gruene,"Beim Windausbau gilt es den Konflikt mit Natur- und Artenschutz zu minimieren, Anwohner*innen zu schützen und die Verfahren zur Genehmigung, auch durch den Abbau bürokratischer Hürden und klare Rahmenbedingungen, zu beschleunigen.",416.2
106,gruene,In einem ersten Schritt wollen wir die erneuerbaren Energien als zwingend für die Versorgungssicherheit definieren und dafür 2 Prozent der Fläche bundesweit nutzen.,416.2
107,gruene,Verhinderungsplanungen lehnen wir ab.,302.0
108,gruene,"Wir sorgen mit frühzeitiger Bürger*innenbeteiligung vor Ort, klaren Vorrang- bzw. Eignungsgebieten für Wind sowie mit Ausschlussgebieten und gezielten Artenschutzprogrammen für eine anwohner*innenfreundliche und naturverträgliche Standortwahl",202.1
109,gruene,und stärken zugleich den Schutz von Vögeln und Fledermäusen.,501.0
110,gruene,"Wir werden die Planungen und Genehmigungen durch vereinfachte Verfahren, mehr Personal und einheitliche Bewertungsmaßstäbe beschleunigen.",303.0
111,gruene,"Repowering wollen wir erleichtern, sodass alte Windenergieanlagen am gleichen Standort zügig durch leistungsstärkere ersetzt werden können.",416.2
112,gruene,"Den Bau von Windenergieanlagen auch in direkter Nähe zu Industrie und Gewerbe wollen wir unterstützen, um Strom dort zu produzieren, wo er gebraucht wird und wo der Lärmschutz von Anwohner*innen leichter zu gewährleisten ist.",416.2
113,gruene,"Wir wollen, dass von der Energiewende möglichst viele profitieren.",503.0
114,gruene,Deshalb werden wir Bürger*innen-Projekte bei Wind- und Solarparks besonders fördern und alle europarechtlich garantierten Möglichkeiten für Bürger*innen- Energiegemeinschaften vollumfänglich ausschöpfen.,202.1
115,gruene,"Die Kommunen beteiligen wir verbindlich an den Einnahmen aus den Erneuerbaren- Anlagen, sodass gerade der ländliche Raum von den Gewinnen profitiert.",301.0
116,gruene,"Zudem wollen wir Mieterstrom fördern, entbürokratisieren und so weiterentwickeln, dass Mieter*innen stärker vom Ausbau der Erneuerbaren profitieren.",403.0
117,gruene,"Die Planung unserer Infrastruktur für Strom, Wärme und Wasserstoff braucht ein Update und muss Klimaneutralität in den Mittelpunkt stellen.",416.2
118,gruene,"Wir werden die rechtlichen Grundlagen dafür schaffen, dass neue Betriebsgenehmigungen zeitlich befristet erteilt werden",403.0
119,gruene,"Die extrem klimaschädlichen Emissionen, die bei Erdgasförderung und -transport entstehen, wollen wir schnellstmöglich reduzieren.",416.2
120,gruene,Neue Hafenterminals zur Anlandung von Flüssigerdgas sollen nicht mehr genehmigt werden.,416.2
121,gruene,"Neue Erdgas-Pipelines wie Nord Stream 2, die nicht auf grünen Wasserstoff ausgerichtet sind, zementieren auf Jahrzehnte Abhängigkeiten von klimaschädlichen Ressourcen, konterkarieren die Energiewende und sollten gestoppt werden.",416.2
122,gruene,und die entsprechende Infrastruktur dafür schaffen.,416.2
123,gruene,Mit Marktanreizen und einem umfassenden Förderprogramm werden wir die Kapazitäten zur Wasserstoffherstellung in Deutschland schaffen.,416.2
124,gruene,Die Infrastruktur für Wasserstoffimporte müssen wir jetzt etablieren.,411.0
125,gruene,Für die Importe werden wir faire Kooperationen mit wind- und sonnenreichen Ländern anstoßen und ausbauen und die Exportländer bei der Energiewende unterstützen.,107.0
126,gruene,"Für den Erfolg dieser Kooperationen ist es unabdingbar, die lokale Bevölkerung einzubeziehen, Menschenrechte zu schützen, sich an den nachhaltigen Entwicklungszielen zu orientieren und dafür auch verbindliche Standards einzuführen.",107.0
127,gruene,"Unser Ziel ist, dass erneuerbare Energien effizient und wirtschaftlich genutzt und Elektrolyseure systemdienlich eingesetzt werden.",416.2
128,gruene,"Wasserstoff oder synthetische Kraftstoffe dürfen nicht Teil einer Verzögerungstaktik sein, sondern sollen aktiv zu Klimaneutralität beitragen.",416.2
129,gruene,"Doch jetzt, bei einem Erneuerbaren-Anteil von fast 50 Prozent im Strombereich, brauchen wir ein Marktdesign, das die Rahmenbedingungen für ein klimaneutrales Energiesystem richtig setzt: Es sichert den schnellen und günstigen Ausbau der Erneuerbaren, den wirtschaftlichen Betrieb von Speichern, flexiblen Erzeugern und Verbrauchern sowie einen ausreichenden Netzausbau.",416.2
130,gruene,Dafür treiben wir eine grundlegende Reform des Energierechts voran.,416.2
131,gruene,"Die Sektorenkopplung unterstützen wir, indem die systemdienliche Nutzung von erneuerbarem Strom gestärkt wird und regionale Unterschiede berücksichtigt werden.",416.2
132,gruene,Ebenso sollen Endkund*innen den Strom künftig besser direkt von Ökostromerzeugern kaufen können.,403.0
133,gruene,Das EEG entwickeln wir so von einem Förder- zu einem Absicherungsinstrument des Erneuerbaren- Ausbaus weiter.,416.2
134,gruene,"Um die Energiewende zum Erfolg führen zu können, müssen wir auch die Netze schneller ausbauen.",416.2
135,gruene,"Da Stromübertragungsnetze natürliche Monopole und kritische Infrastruktur darstellen, wollen wir den öffentlichen Einfluss darauf stärken.",411.0
136,gruene,Dazu wollen wir nach Möglichkeit die staatlichen Anteile an den vier Übertragungsnetzbetreibern in Deutschland erhöhen und sie in eine Bundesnetzgesellschaft in Bundeshand überführen.,413.0
137,gruene,"Wir treiben außerdem eine Reform der Netzentgelte voran, die die Transparenz stärkt,",403.0
138,gruene,und eine Benachteiligung ländlicher Regionen – insbesondere im Norden und Osten – bei der Finanzierung notwendiger Netzausbaukosten beseitigt.,301.0
139,gruene,"Die KfW-Förderprogramme werden wir weiterentwickeln, auch in Bezug auf die Verwendung nachhaltiger Baustoffe.",416.2
140,gruene,"Für die Aussöhnung von Baukultur und energetischer Sanierung wollen wir klare Regelungen schaffen, die beiden Zielen angemessen sind.",416.2
141,gruene,Die öffentliche Hand muss mit ihren Gebäuden als Vorbild vorangehen.,416.2
142,gruene,Wir legen dazu ein Investitionsprogramm für zwei Millionen hocheffiziente Wärmepumpen bis 2025 auf.,416.2
143,gruene,Auch die Fern- und Nahwärme wollen wir dekarbonisieren und richten die Förderung an klimaneutralen Lösungen aus.,416.2
144,gruene,Dabei werden wir auch Industrie und Wirtschaft in die Wärmesysteme einbinden.,416.2
145,gruene,"Solche verbundenen klimaneutralen Energiesysteme werden wir fördern, besonders in städtischen Gebieten.",416.2
146,gruene,Die Wärmewende muss mit wirksamem Mieter*innenschutz,403.0
147,gruene,"Wir wollen mit dem sogenannten Drittelmodell die Kosten für klimafreundliche Modernisierungen fair zwischen Vermieter*innen, Staat und Mieter*innen verteilen, sodass sie für alle bezahlbar und für die Vermieter*innen angemessen wirtschaftlich werden.",503.0
148,gruene,"Die Modernisierungsumlage wollen wir strikt begrenzen, damit Kosten nicht einfach auf die Mieter*innen abgewälzt werden können.",403.0
149,gruene,"Mit einem Zuschuss zum Wohngeld, dem Klimawohngeld, ermöglichen wir auch Empfänger*innen von Wohngeld, in klimafreundlichen Wohnungen zu leben.",504.0
150,gruene,"Bei der CO2-Bepreisung im Wärmebereich erreichen wir Lenkungswirkung, wenn diejenigen dafür aufkommen, die die Klima-Investitionen auch tätigen: die Hauseigentümer*innen.",416.2
151,gruene,Für Kommunen sollen regionale Wärme- und Energie- sowie integrierte Quartiersplanungen verbindlich gelten.,416.2
152,gruene,"Dabei unterstützen wir durch das Aktionsprogramm Faire Wärme mit Steuervergünstigungen, kostenloser Beratung und zielgerichteten Förderprogrammen den Umbau hin zu einer klimaneutralen Wärmeversorgung.",416.2
153,gruene,Wir werden den Atomausstieg in Deutschland vollenden.,501.0
154,gruene,"Unser Ziel ist es, die Atomfabriken in Gronau und Lingen schnellstmöglich zu schließen.",501.0
155,gruene,Wir bekennen uns zum verabredeten Pfad der Standortsuche mit höchsten Sicherheitsstandards bei größtmöglicher Transparenz,501.0
156,gruene,"Auch hier gilt, dass wir mit diesen Altlasten nicht die nachfolgenden Generationen belasten dürfen.",503.0
157,gruene,"Wir werden dafür sorgen, dass die Lagerung und die Transporte streng überwacht werden.",605.1
158,gruene,Auch in der EU wollen wir den Einstieg in den Ausstieg vorantreiben.,501.0
159,gruene,"Wir setzen uns für eine Reform von Euratom, gegen die weitere Privilegierung oder neue Förderungen der Atomkraft, und für verbindliche Sicherheitsstandards aller Atomanlagen in Europa ein.",501.0
160,gruene,Einspruchsmöglichkeiten bei Neubau oder Laufzeitverlängerung von Atomanlagen in Europa wollen wir ausschöpfen und aus der gemeinsamen Haftung der Staaten für Atomunfälle aussteigen.,501.0
161,gruene,"Der Weg zur Klimaneutralität erfordert, unsere Mobilität im 21. Jahrhundert grundlegend neu zu denken.",501.0
162,gruene,Mit einem Bundesmobilitätsgesetz wollen wir eine neue Grundlage für die Verkehrspolitik und -gesetzgebung schaffen.,411.0
163,gruene,"Mobilitätspolitik wird konsequent an den Mobilitätsbedürfnissen der Menschen, an Sicherheit, Klimaschutz, Verkehrsvermeidung, Flächengerechtigkeit, Lärmschutz und Luftqualität, sozialer Teilhabe und Geschlechtergerechtigkeit ausgerichtet.",503.0
164,gruene,"Statt wie seit Jahrzehnten einen Verkehrsträger einseitig zu bevorzugen, sorgen wir für eine faire Balance – mit einer starken Bahn, einem modernen ÖPNV und besten Bedingungen für Radfahrer*innen und Fußgänger*innen.",503.0
165,gruene,"Die Mobilitätswende braucht nicht nur eine bessere gesetzliche Grundlage, sondern auch eine Beschleunigung in der Umsetzung.",411.0
166,gruene,Dazu wollen wir eine umfassende Ausbildungs- und Forschungsoffensive starten.,411.0
167,gruene,"Wir wollen den Deutschlandtakt weiterentwickeln und realisieren, um den Menschen mit mehr, resilienteren und besser aufeinander abgestimmten Bahnangeboten in Stadt und Land attraktive und für alle bezahlbare Mobilitätsangebote zu machen.",411.0
168,gruene,"Dafür wollen wir alle deutschen Großstädte regelmäßig an den Fernverkehr anbinden, die Takte im Regionalverkehr verdichten und den Zugverkehr wieder stärker in die Fläche bringen.",411.0
169,gruene,Stillgelegte Bahnstrecken wollen wir schnellstmöglich reaktivieren.,411.0
170,gruene,"Ergänzen wollen wir diese Angebote durch schnelle Sprinterzüge und Nachtzüge, die alle großen europäischen Metropolen bezahlbar miteinander verbinden.",411.0
171,gruene,Lücken und Engpässe sowohl im innerdeutschen als auch im grenzüberschreitenden Schienennetz sowie in den Bahnknoten wollen wir schließen.,411.0
172,gruene,"Den Aus- und Neubau, die Elektrifizierung und Digitalisierung des Netzes treiben wir zügig voran.",411.0
173,gruene,"Die bundeseigene Infrastruktur wollen wir vom Druck, Gewinne erzielen zu müssen, und von der chronischen Unterfinanzierung befreien und dafür entsprechende Strukturen schaffen.",411.0
174,gruene,"Wir wollen 100 Milliarden Euro, verteilt auf die Jahre bis 2035, zusätzlich in Schienennetz und Bahnhöfe investieren und im Zusammenwirken mit den Ländern die Regionalisierungsmittel zweckgebunden noch einmal erhöhen, sodass sich die Pro-Kopf-Investitionen an das europäische Niveau angleichen.",411.0
175,gruene,"Um die Investitionen langfristig und zuverlässig zu finanzieren, schaffen wir einen Infrastrukturfonds, der sich auch aus Einnahmen aus der Lkw-Maut speist.",411.0
176,gruene,"Die Trassenpreise wollen wir deutlich senken, um Anreize für Verkehrsverlagerungen auf die Schiene zu verstärken.",411.0
177,gruene,"Bahnhöfe wollen wir zu modernen, barrierefreien Mobilitätsstationen aufwerten.",411.0
178,gruene,"Die Kombination von Bahn mit dem Fahrrad- und Busverkehr wird dadurch deutlich verbessert, dazu sollen auch die Mitnahmemöglichkeiten für Fahrräder im Zug erweitert werden.",411.0
179,gruene,"Den Lärmschutz auch an dichtbefahrenen Bestandsstrecken verstärken wir,",503.0
180,gruene,Barrierefreiheit der Bahn wollen wir in zehn Jahren erreichen.,503.0
181,gruene,"Wir sorgen dafür, dass Bahnfahren für alle bezahlbar ist.",503.0
182,gruene,Gerade junge Menschen in Ausbildung oder Studium wollen wir bei klimafreundlicher und bezahlbarer Mobilität besonders unterstützen.,503.0
183,gruene,"Wir wollen, dass in Zukunft auch alle Freiwilligendienstleistende",606.1
184,gruene,"Den Deutsche-Bahn-Konzern wollen wir transparenter und effizienter machen und auf das Kerngeschäft ausrichten, die Eisenbahn in Deutschland und im benachbarten europäischen Ausland.",411.0
185,gruene,Wir setzen auf starke Verlagerungen von Straßen- und Flugverkehr auf die Schiene.,411.0
186,gruene,"Busse und Bahnen sind für alle da, bieten preiswerte Mobilität und verringern den Autoverkehr.",411.0
187,gruene,Wir wollen die Fahrgastzahlen im ÖPNV bis 2030 verdoppeln.,411.0
188,gruene,"Dazu muss der öffentliche Personennahverkehr attraktiver, innovativer und vollständig barrierefrei werden.",411.0
189,gruene,Wir wollen den ÖPNV zudem besser verknüpfen – vom Fernverkehrsnetz bis hin zu Bike & Ride – und regionale Kooperationen stärken.,411.0
