"text","cmp_code","eu_code"
"Grundsätze liberaler Außenpolitik67",NA,NA
"Freiheit und Menschenrechte weltweit72",NA,NA
"Für eine Entwicklungspolitik der Chancen74",NA,NA
"Einwanderung und Flucht76",NA,NA
"Für ein ganzheitliches Energiesystem79",NA,NA
"Land- und Forstwirtschaft, Angeln, Fischerei und Jagd81",NA,NA
"Wohnen84",NA,NA
"Liberales Bürgergeld86",NA,NA
"Enkelfitte Rente87",NA,NA
"Fairness für alle Generationen89",NA,NA
"Nie gab es mehr zu tun.","H",NA
"Wie es ist, darf es nicht bleiben","H",NA
"Wie es ist, darf es nicht bleiben.","000",NA
"Das hat die Pandemie gezeigt.","000",NA
"Gespürt haben wir es schon vorher.","000",NA
"Denn die Welt verändert sich rasant.","000",NA
"Daraus erwachsen Chancen und Risiken.","000",NA
"Wenn wir nichts ändern, tragen wir die Risiken, und die Chancen ergreifen andere.","000",NA
"Trotzdem wurde in Deutschland zu lange das trügerische Bild vermittelt, dass alles bleiben könne, wie es ist.","305.1",NA
"Viele haben dem Versprechen vertraut, dass Deutschland das Land bleiben könne, in dem wir gut und gerne leben, ohne dass wir etwas verändern müssen.","305.1",NA
"Heute wissen wir: Das war falsch!","305.1",NA
"Das Ergebnis war eine Politik, die unseren Staat satt und träge gemacht hat – statt schlank und stark.","303",NA
"Das hat die Pandemie gezeigt.","303",NA
"Während andere Staaten ihre Verwaltung digitalisiert haben, haben wir an Formularen und Zettelwirtschaft festgehalten.","303",NA
"Während andere Staaten ihr Gesundheitssystem digitalisiert haben, haben sich unsere Gesundheitsämter gegenseitig Faxe geschickt.","411",NA
"Hochqualifizierte Beamtinnen und Beamte haben Listen abgetippt, statt mit Hilfe moderner digitaler Technologien effektiv Infektionsketten nachzuverfolgen.","411",NA
"Während andere Staaten per SMS zu Impfungen einladen, haben wir Impftermine per Brief vergeben.","411",NA
"Statt schützende Masken schnell und pragmatisch an schutzbedürftige Menschen zu schicken, drucken wir aufwendig Bezugsscheine, versenden sie per Post und nötigen gefährdete Menschen dazu, die Masken in belebten Innenstädten abzuholen.","303",NA
"Wir haben uns in der Krise an die Basistechnologie Papier geklammert, als wären wir noch im 20. Jahrhundert.","303",NA
"Schluss damit.","303",NA
"Wir müssen unseren Staat umfassend modernisieren, damit wir endlich im 21. Jahrhundert ankommen.","303",NA
"Die Bilanz dieser Politik ist ein Leben auf Kosten der Zukunft.","305.1",NA
"Statt Wettbewerb, Unternehmertum und Innovation zu fördern, setzte die Politik der Großen Koalition auf Altbekanntes und Altmodisches.","401",NA
"Statt Wohlstand und Nachhaltigkeit, Wachstum und Klimapolitik, wirtschaftliche Stärke und ökologische Verantwortung zu verbinden, setzte sie auf Verbote und Dirigismus.","410",NA
"Statt die Sozialsysteme fit für die Zukunft zu machen, hat sie die Probleme des demographischen Wandels verschärft.","504",NA
"Statt für weltbeste Bildung zu sorgen, hat sie zugelassen, dass unser Bildungssystem vielen Menschen keine fairen Aufstiegschancen bietet.","506",NA
"Statt Eigeninitiative und die Übernahme persönlicher Verantwortung jeder und jedes Einzelnen zu stärken, verzettelte sie sich in Bürokratie.","201.1",NA
"Und statt für einen handlungsfähigen Rechtsstaat zu sorgen, der die Sicherheit und Bürgerrechte gleichermaßen schützt, hat die Politik die Freiheit der Sicherheit auf einer erschreckenden Art und Weise untergeordnet.","202.1",NA
"Wie es ist, darf es nicht bleiben.","000",NA
"Das wissen wir.","000",NA
"Die gute Nachricht: Es muss auch nicht so bleiben.","000",NA
"Alles kann besser werden.","000",NA
"Nichts ist Schicksal.","000",NA
"Wir haben es selbst in der Hand.","000",NA
"Das ist unsere Mission: Nie gab es mehr zu tun!","000",NA
"Werden wir das Land, das in uns steckt","H",NA
"Die Kraft zur umfassenden Modernisierung Deutschlands steckt in uns.","411",NA
"Sie steckt in den Menschen.","606.1",NA
"Sie steckt in den Kräften der freien Wissenschaft","411",NA
"und der Sozialen Marktwirtschaft.","401",NA
"Die schnelle Entwicklung von Impfstoffen gegen Covid-19 durch deutsche Forscherinnen und Forscher zeigt: Harte Arbeit, Entschlossenheit und Erfindergeist können Berge versetzen.","411",NA
"Die Grundlage dafür ist Freiheit.","201.1",NA
"Nie war sie wichtiger!","201.1",NA
"Holen wir uns unsere Freiheit mit einem Neustart der Politik zurück.","201.1",NA
"Werden wir das Land, das in uns steckt.","601.1",NA
"Die richtige Richtung: durch die Mitte nach vorne","H",NA
"Wie es ist, darf es nicht bleiben.","000",NA
"Veränderung ist nötig.","000",NA
"Doch nicht jede Veränderung ist Fortschritt.","000",NA
"Alte Irrwege finden neuerdings immer mehr Zulauf.","604",NA
"Rechte versuchen, die Menschen durch Merkmale wie Herkunft, Kultur, Religion, sexuelle Orientierung oder Hautfarbe zu spalten und gegeneinander in Stellung zu bringen.","606.1",NA
"Linke versuchen, die Menschen durch Merkmale wie Erfolg, Einkommen oder Vermögen zu spalten und gegeneinander in Stellung zu bringen.","606.1",NA
"Beides sind Irrwege.","606.1",NA
"Fortschritt geht nur nach vorne durch die Mitte.","000",NA
"Das ist für uns die richtige Richtung.","000",NA
"Durch die Mitte nach vorne heißt für uns:","H",NA
"Werden wir fit für die Zukunft!","411",NA
"Machen wir uns fit für den Aufholwettbewerb:","410",NA
"Entfesseln wir die Kräfte der Sozialen Marktwirtschaft und weltbester Bildung für Wohlstand,","410",NA
"Freiheit","201.1",NA
"und Aufstiegschancen.","503",NA
"Nutzen wir die Agilität der Marktwirtschaft, um schnell aus der Krise zu wachsen.","401",NA
"Werden wir zum Vorreiter der Modernisierung!","411",NA
"Gründen wir Deutschland neu.","411",NA
"Nutzen wir die Chancen der Digitalisierung für uns.","411",NA
"Machen wir Modernisierung zum Pflichtprogramm: in der Verwaltung, im Gesundheitswesen, beim Arbeitsmarkt.","411",NA
"Werden wir ein Land der Chancen!","503",NA
"Nutzen wir die Schubkraft der Freiheit, der Sozialen Marktwirtschaft und der Modernisierung für die Bewältigung der großen Herausforderungen unserer Zeit: mehr Europa für mehr Freiheit und Menschenrechte weltweit.","108",NA
"Mehr German Mut für mehr Klimaschutz","501",NA
"und mehr nachhaltige Entwicklung.","416.2",NA
"Mehr Chancen zum Aufbau von Eigentum für mehr Zukunftssicherung.","401",NA
"Wir Freie Demokraten setzen auf Freiheit und Verantwortung.","201.1",NA
"Wir setzen auf die Kraft der Sozialen Marktwirtschaft und wirtschaftliche Prosperität als Gegenmodell zum dirigistischen Staat, der sich im Klein-Klein verzettelt und sich als Erziehungsberechtigter der Bürgerinnen und Bürger aufführt.","401",NA
"Wir stehen für eine lebendige Kulturszene und die Entfaltung individueller Kreativität.","502",NA
"Wir wollen die Gesellschaft zusammenhalten,","606.1",NA
"ohne dass sich alle einem vorgegebenen Lebensentwurf anpassen müssen.","201.1",NA
"Wir respektieren die persönliche Entscheidung jeder und jedes Einzelnen, weil wir darin die Grundlage für die Freiheit der Menschen erkennen.","201.1",NA
"Wir Freie Demokraten setzen auf Freiheit, Rechtsstaat und Bürgerrechte, die auch in Krisenzeiten gelten und nicht als „Privilegien“ abgetan werden dürfen, die uns nach Belieben zugeteilt oder vorenthalten werden können.","202.1",NA
"Wir Freie Demokraten setzen auf die Kraft der Eigenverantwortung, der Privatinitiative, der Freiheit des Individuums.","201.1",NA
"Wir wollen ein Land, das gemeinsam mit unseren Wertepartnern des globalen Westens Freiheit und Menschenrechte weltweit entschlossen verteidigt","201.2",NA
"und wo immer möglich globale Kooperation und nachhaltige Entwicklung zum Wohle aller Menschen befördert.","107",NA
"Wir Freie Demokraten erkennen in der Agenda 2030 der Vereinten Nationen und ihren 17 Zielen den bisher umfassendsten Versuch der Menschheit, die verschiedenen Aspekte nachhaltiger Entwicklung in ein global verbindendes Zielsystem zu bringen.","416.2",NA
"Das ist eine Chance auf mehr Freiheit für alle und für zukünftige Generationen.","201.1",NA
"Wir wollen ein Land, das seinen Beitrag zur globalen Entwicklung leistet","107",NA
"und dem Frieden der Welt dient.","106",NA
"Wir Freie Demokraten setzen auf Weltoffenheit, Toleranz und den Wettbewerb der besten Ideen: in einer lebendigen Demokratie selbstbewusster Bürgerinnen und Bürger.","202.1",NA
"Das ist unser Ziel.","202.1",NA
"Das ist die richtige Richtung.","202.1",NA
"Wir wollen gestalten","H",NA
"Als Stimme des Fortschritts und der Freiheit wollen wir die Krise gemeinsam mit den Bürgerinnen und Bürgern bewältigen","202.1",NA
"und Deutschlands Potentiale entfesseln.","601.1",NA
"Wir legen hier unser Programm vor, das aus Überzeugung gemacht ist.","305.1",NA
"Es geht nicht um Taktik, es geht nicht um Farbenspiele.","305.1",NA
"Wir treten bei der Bundestagswahl nicht für Koalitionen an, sondern für unsere Überzeugung: Wir wollen den richtigen Weg für unser Land.","305.1",NA
"Wir wollen so stark werden, dass keine seriöse Bundesregierung ohne die Freien Demokraten gebildet werden kann, damit der Wert der Freiheit bei jeder politischen Entscheidung seine angemessene Bedeutung erhält.","201.1",NA
"Das gibt uns die Macht, möglichst viele unserer Ideen umzusetzen.","305.1",NA
"Wir wollen nicht gewählt werden, damit dieser Kanzler oder jene Kanzlerin wird.","305.1",NA
"Wir stellen uns nicht zur Wahl, damit jemand etwas wird.","305.1",NA
"Wir stellen uns zur Wahl, damit es unserem Land besser geht:","305.1",NA
"mit mehr individueller Freiheit und persönlicher Verantwortung,","201.1",NA
"mit mehr Sozialer Marktwirtschaft","401",NA
"und umfassender Nachhaltigkeit.","416.2",NA
"Und mit einem Staat, der stark ist, weil er schlank und modern agiert statt selbstzufrieden, altmodisch und träge.","303",NA
"Nie war es notwendiger: Machen wir uns fit für den Aufholwettbewerb!","H",NA
"Wie es ist, darf es nicht bleiben: Große Demokratien wie die USA setzen wieder Kurs auf kräftiges und anhaltendes Wirtschaftswachstum.","410",NA
"Systemische Wettbewerber wie das autoritäre Regime Chinas reklamieren für sich erfolgreichere Wege aus der Krise.","410",NA
"Umso entschlossener müssen wir jetzt das Fundament für einen Aufholwettbewerb legen: Werden wir Weltspitze bei der Wettbewerbsfähigkeit statt bei Steuern und Abgaben.","401",NA
"Investieren wir massiv in die Grundlagen von Aufstieg und Wachstum: unser Bildungssystem.","506",NA
"Lassen wir unsere Infrastrukturen nicht länger verkommen, sondern bauen sie aus.","411",NA
"Stärken wir die Kräfte der Sozialen Marktwirtschaft","403",NA
"und des Freihandels.","407",NA
"Bringen wir das Verhältnis von Privat und Staat wieder in eine die Leistungsbereitschaft fördernde Balance.","401",NA
"Geben wir Mittelstand, Selbstständigen und Start-ups mehr Raum für Erfolg und kreative Lösungen!","402",NA
"Ermutigen statt erschweren: Das ist unsere Mission.","402",NA
"Sicherung der Sozialen Marktwirtschaft und Stärkung der Wirtschaft","H",NA
"Bereits vor der Coronakrise hat Deutschlands Wirtschaft an Fahrt verloren.","410",NA
"Nun müssen wir trotz Krise schnell wieder auf Wachstumskurs kommen.","410",NA
"Für einen zukunftsfähigen Standort und Arbeitsplätze brauchen wir echte Modernisierungsimpulse.","701",NA
"Wir Freie Demokraten setzen dabei auf die Innovationskraft der Sozialen Marktwirtschaft","401",NA
"und auf eine Agenda für mehr Wachstum: entlasten, entfesseln, investieren.","410",NA
"Schnelle Hilfe durch „Negative Gewinnsteuer“ in Wirtschaftskrisen","H",NA
"Wir Freie Demokraten fordern, dass eine kurzfristige Liquiditätshilfe direkt vom Finanzamt ausgezahlt werden kann.","409",NA
"Statt Steuervorauszahlungen von den Konten der Unternehmen abzubuchen, überweisen die Finanzämter eine negative Einkommen- beziehungsweise Körperschaftsteuer als Liquiditätssoforthilfe: die „Negative Gewinnsteuer“.","409",NA
"Als Bemessungsgrundlage dient der letzte Steuerbescheid.","409",NA
"In einem zweiten Schritt soll eine deutlich erweiterte Verlustverrechnung mit Gewinnen vergangener oder künftiger Jahre eingeführt werden.","409",NA
"Damit sorgen wir in wirtschaftlichen Krisenzeiten für schnelle und unbürokratische Hilfen","409",NA
"und verhindern unnötige Jobverluste und Insolvenzen.","701",NA
"Entfesselungspakt für die deutsche Wirtschaft","H",NA
"Wir Freie Demokraten fordern einen Entfesselungspakt für die deutsche Wirtschaft, in dem Maßnahmen zur Bürokratieentlastung gebündelt und vorangetrieben werden.","303",NA
"Der stetig wachsende Bürokratiedschungel belastet die Bürgerinnen und Bürger sowie die deutschen Unternehmen","303",NA
"und bremst die wirtschaftliche Entwicklung aus.","410",NA
"Initiativen wie das Bürokratieentlastungsgesetz IV, die Strategie „Einheitliche Ansprechpartner 2.0“ und eine Verlegung der Sozialversicherungsbeiträge in den Folgemonat müssen zu einer Gesamtstrategie gebündelt werden.","303",NA
"Das gilt auch für schlankere Vergabe-, Register- und Informationsbestimmungen.","303",NA
"Für jede neue Belastung durch geplante Regelungen sollen im doppelten Umfang Belastungen abgebaut werden („One in, two out“) – auch auf europäischer Ebene.","401",NA
"Unternehmensteuerlast auf 25 Prozent senken","H",NA
"Wir Freie Demokraten wollen die steuerliche Belastung von Unternehmen auf den OECD- Durchschnitt (Organisation für wirtschaftliche Zusammenarbeit und Entwicklung) von rund 25 Prozent senken.","402",NA
"Unser Ziel ist es, im Zuge der angestrebten Harmonisierung der Unternehmensbesteuerung in Europa den deutschen Sonderweg der Gewerbesteuer zu beenden.","402",NA
"Das heißt zugleich, dass die Finanzierung der Kommunen auf eine neue Grundlage gestellt werden muss – etwa durch einen kommunalen Zuschlag mit eigenem Hebesatzrecht auf die Körperschaftsteuer und auf die zuvor abgesenkte Einkommensteuer sowie einen höheren Anteil der Kommunen an der Umsatzsteuer.","301",NA
"Zudem wollen wir uns gemeinsam mit den USA für eine globale Mindestbesteuerung für Unternehmen einsetzen.","403",NA
"So sorgen wir für mehr Fairness im Wettbewerb zwischen großen internationalen Konzernen, die aggressive Steuervermeidung betreiben, und Mittelständlern.","403",NA
"Forschung und Entwicklung steuerlich fördern","H",NA
"Wir Freie Demokraten wollen Forschung und Entwicklung steuerlich stärker fördern.","402",NA
"Deutschland kann nur dann dauerhaft Wohlstand und soziale Sicherheit gewährleisten, wenn die Unternehmen innovative Produkte und Dienstleistungen entwickeln.","402",NA
"Das Steuerrecht muss dazu einen Beitrag leisten, indem es die Rahmenbedingungen für die Bereitstellung von Wagniskapital verbessert.","402",NA
"Dadurch schaffen wir bessere Bedingungen für Start-ups und geben Innovationen eine Chance.","402",NA
"Gerade die Coronakrise hat gezeigt, dass der stete Wandel der Wirtschaft neue Ideen und Wege erfordert.","411",NA
"So muss Deutschland bei der Digitalisierung aufholen.","411",NA
"Deshalb brauchen wir ein Steuerrecht, das innovative Unternehmen unterstützt.","402",NA
"Verbesserte Abschreibungsbedingungen","H",NA
"Wir Freie Demokraten wollen die Abschreibungsbedingungen verbessern.","401",NA
"Hierzu sollen die degressive Abschreibung (AfA) für bewegliche Wirtschaftsgüter verstetigt und für digitale Güter einheitliche und verkürzte Abschreibungsfristen von höchstens drei Jahren festgesetzt werden, sofern nicht eine Sofortabschreibung in Betracht kommt.","401",NA
"Die Grenze für die Sofortabschreibung geringwertiger Wirtschaftsgüter wollen wir erhöhen.","401",NA
"Um Investitionen in den Wohnungsbau zu fördern, wollen wir hier die lineare Abschreibung von zwei auf drei Prozent erhöhen.","402",NA
"Mittelstand in der Fläche halten und langfristig sichern","H",NA
"Wir Freie Demokraten wollen insbesondere für kleine und mittlere Unternehmen von der Industrie über das Handwerk bis zum Handel auch in ländlichen Regionen Perspektiven schaffen.","402",NA
"Voraussetzungen hierfür sind eine flächendeckend zukunftstaugliche digitale Infrastruktur,","411",NA
"leistungsfähige Verkehrswege","411",NA
"und ein starkes duales Bildungssystem.","506",NA
"Abwanderung, Überalterung und Fachkräftemangel setzen dem Mittelstand besonders hart zu.","402",NA
"Deshalb brauchen wir moderne Ansätze insbesondere auch in den ländlichen Regionen.","402",NA
"Wir wollen unseren Mittelstand und unsere Hidden Champions stärken!","402",NA
"Damit die Unternehmen nicht durch Erbgänge oder eine Substanzbesteuerung gefährdet werden, lehnen wir eine Verschärfung der Erbschaftsteuer oder die Wiedereinführung der Vermögensteuer ab.","401",NA
"Zurück zur Marktwirtschaft – mit Wachstum Corona-Folgen überwinden","H",NA
"Wir Freie Demokraten fordern die Rückkehr zu marktwirtschaftlichen Prinzipien.","401",NA
"Viele sind, bedingt durch die COVID-19-Pandemie, unverschuldet in finanzielle Not geraten.","409",NA
"Es war daher richtig, Hilfsprogramme auf den Weg zu bringen,","409",NA
"doch der Weg zu immer mehr Nothilfen und Rettungsschirmen für einzelne Unternehmen lässt sich nicht aufrechterhalten.","414",NA
"Er ist ineffizient, verzerrt den Wettbewerb und reduziert die Wettbewerbsfähigkeit sowie Innovationskraft von bestehenden Betrieben wie auch von Gründerinnen und Gründern.","401",NA
"Außerdem wächst die Marktmacht einzelner Unternehmen, was zu weniger Innovation und höheren Preisen für die Konsumentinnen und Konsumenten sowie zu Fehlanreizen für Unternehmen führt.","401",NA
"Wir wollen den Wettbewerb national und international stärken","401",NA
"und insbesondere vermeiden, dass unnötige Verflechtungen von Markt- und Staatswirtschaft entstehen.","401",NA
"Daher unterstützen wir Maßnahmen, die gleichmäßig für alle Unternehmen gelten, den Wettbewerb weniger verzerren","403",NA
"und zu einem sich selbst tragenden Wirtschaftswachstum beitragen.","410",NA
"Beteiligungsbremse für den Staat – Anteile an Post und Telekom verkaufen","H",NA
"Wir Freie Demokraten fordern eine Beteiligungsbremse für den Staat.","401",NA
"Unnötige staatliche Beteiligungen sowie alle Unternehmensanteile, die nicht zur öffentlichen Daseinsvorsorge gehören, müssen verkauft werden – hier insbesondere Post und Telekom.","401",NA
"Der Erlös kann in die digitale Infrastruktur investiert werden.","411",NA
"Staatliche Beteiligungen müssen stärker auf ihre Notwendigkeit überprüft und perspektivisch abgebaut werden.","401",NA
"Neue Beteiligungen sollten nur noch dann zulässig sein, wenn andere entsprechend reduziert werden.","401",NA
"Europäische Wettbewerbsordnung","H",NA
"Wir Freie Demokraten wollen die faire und regelbasierte europäische Wettbewerbsordnung schützen und stärken und damit internationale Standards setzen.","108",NA
"Dazu gehört zum einen der Einsatz gegen Protektionismus im europäischen Binnenmarkt.","407",NA
"Wir wollen die EU-Entsenderichtlinie vereinfachen und das deutsche Arbeitnehmer-Entsendegesetz entbürokratisieren.","701",NA
"Zum anderen brauchen wir insbesondere für junge und mittelständische Unternehmen bessere Wettbewerbsbedingungen, gerade im Bereich der Digitalwirtschaft.","403",NA
"Die Konzentration von Marktmacht auf etablierte und große Unternehmen behindert echten Wettbewerb und Innovation.","403",NA
"Das schadet insbesondere Verbraucherinnen und Verbrauchern","403",NA
"sowie der Zukunftsfähigkeit des Standortes.","410",NA
"Wir wenden uns daher entschieden gegen die politische Förderung von „nationalen Champions“.","108",NA
"Derlei Alleingänge innerhalb des europäischen Binnenmarktes bremsen Innovationen und Skalierbarkeit aus.","108",NA
"Das senkt letztlich die Wettbewerbsfähigkeit europäischer Unternehmen gegenüber amerikanischer und chinesischer Konkurrenz.","108",NA
"Wir sehen die Soziale Marktwirtschaft als lernendes System und als Modell für eine ökonomische Friedensordnung – nicht nur in Europa.","401",NA
"Wirksame Regulierung von Gatekeeper-Unternehmen","H",NA
"Wir Freie Demokraten wollen eine wirksame Kontrolle großer Unternehmen der Digitalwirtschaft schaffen, die Zugänge zum Internet kontrollieren.","403",NA
"Solche Gatekeeper-Unternehmen, die als Betreiber einer Suchmaschine, als soziales Netzwerk oder als dominierende Handelsplattform die Wettbewerbsbedingungen kleiner oder mittlerer Unternehmen entscheidend beeinflussen können, müssen einer speziellen Regulierung unterworfen werden.","403",NA
"Die Regulierung soll verhindern, dass Gatekeeper den Wettbewerb verzerren, indem sie sich beispielsweise bei Suchergebnissen selbst begünstigen, indem sie die Interoperabilität mit Angeboten anderer Unternehmen einschränken oder indem sie die Geschäftsdaten ihrer Partnerinnen und Partner in unlauterer Weise zum eigenen Vorteil nutzen.","403",NA
"Eine wirksame Kontrolle global agierender Gatekeeper-Unternehmen kann nicht allein von der Ebene des nationalen Rechts und der Behörden der EU-Mitgliedstaaten ausgehen.","403",NA
"Wir unterstützen deshalb die Pläne zur Schaffung eines Digital Markets Act auf Ebene der Europäischen Union, mit dem eine das Kartellrecht ergänzende europäische Regulierung für Gatekeeper- Unternehmen geschaffen werden soll.","403",NA
"Deutschland als Fürsprecher des Freihandels","H",NA
"Wir Freie Demokraten wollen, dass Deutschland international zum Fürsprecher des regelbasierten Freihandels wird und den Abschluss weiterer Freihandelsabkommen vorantreibt.","407",NA
"Hierfür muss die Bundesregierung innerhalb Europas und der Welt protektionistischen Tendenzen entgegentreten und eine aktive Führungsrolle bei Handelsverträgen, Investitionsabkommen und fairen Investitionsbedingungen einnehmen.","407",NA
"Zugleich muss sie die institutionelle Verankerung einer regelbasierten Freihandelsordnung vorantreiben.","407",NA
"Um der Handelspolitik in der nächsten Bundesregierung mehr Gewicht zu verleihen, fordern wir eine Staatsministerin oder einen Staatsminister für Außenhandel.","107",NA
"Das Bundesministerium für Wirtschaft und Energie wollen wir zudem in „Bundesministerium für Wirtschaft, Freihandel und Energie“ umbenennen.","407",NA
"Um die Handlungsfähigkeit der Europäischen Union in der Handelspolitik zu erhalten, wollen wir Freihandelsabkommen so gestalten, dass – wie etwa beim EU-Japan Abkommen – nur die Zustimmung des Europäischen Parlaments, nicht aber die von nationalen und regionalen Parlamenten benötigt wird.","108",NA
"Dabei wollen wir in der EU und weltweit gegen Marktverzerrungen vorgehen, die zum Beispiel durch stark subventionierte Staatsunternehmen entstehen.","401",NA
"Wir setzen uns zudem für den Grundsatz der Reziprozität ein, wonach Unternehmen nur dann Zugang zum europäischen Markt haben sollten, wenn das umgekehrt auch der Fall ist.","407",NA
"WTO reformieren – Freihandel stärken","H",NA
"Wir Freie Demokraten wollen den bewährten Rahmen der Welthandelsorganisation (WTO) weiterentwickeln.","107",NA
"Der Reformprozess muss transparent und inklusiv sein.","202.1",NA
"Nationale Alleingänge und Willkürzölle sowie neue nicht-tarifäre Handelshemmnisse lehnen wir ab.","407",NA
"Wir setzen uns dafür ein, die Blockade der WTO-Streitbeilegung schnellstmöglich zu lösen.","107",NA
"Dies erfordert auch eine neue umfassende Verhandlungsrunde, in der ein Interessenausgleich zwischen Industrie-, Schwellen- und Entwicklungsländern erreicht wird.","107",NA
"Im Rahmen dieser Verhandlungsrunde muss dabei auch evaluiert werden, wo WTO-Regeln in der Praxis bisher nicht greifen.","107",NA
"Wir wollen, dass Subventionen und Dumping überall dort bekämpft werden, wo immer diese Praktiken einen fairen Wettbewerb behindern.","403",NA
"Aktuell betrifft das insbesondere den Bau von Verkehrsmitteln wie Zügen, Flugzeugen und Schiffen.","411",NA
"Gründung eines transatlantischen Wirtschaftsraums","H",NA
"Wir Freie Demokraten wollen einen neuen Anlauf für ein umfassendes transatlantisches Freihandelsabkommen und einen transatlantischen Wirtschaftsraum erreichen.","407",NA
"Eine Blaupause kann das EU-Freihandelsabkommen mit Kanada (CETA) liefern, das 2017 abgeschlossen wurde und endlich auch von Deutschland ratifiziert werden sollte.","407",NA
"Ebenso wollen wir das EU-Freihandelsabkommen mit Mercosur zügig abschließen und ratifizieren.","407",NA
"Zukunftsbranche Tourismus – heimische Wirtschaft stärken","H",NA
"Wir Freie Demokraten wollen die Tourismuswirtschaft nachhaltig stärken.","410",NA
"Nachhaltiges Reisen ist durch die Pandemie verstärkt in den Fokus gerückt.","416.2",NA
"Das gestärkte Bewusstsein sollte genutzt werden, um den Tourismus nachhaltig weiterzuentwickeln.","416.2",NA
"Deshalb brauchen wir ein pandemiefestes Krisenmanagement, das die Tourismuswirtschaft für die Zukunft stärkt.","410",NA
"Der Tourismus ist bis in strukturschwache Regionen hinein ein wichtiger Wirtschaftsfaktor in Deutschland.","410",NA
"Die Coronakrise hat die vorher gesunde Branche und ihre rund drei Millionen Mitarbeiterinnen und Mitarbeiter schwer getroffen.","701",NA
"Zusätzlich stellen der Fachkräftemangel sowie zahlreiche Bürokratiepflichten gerade kleine und mittlere Unternehmen vor große Herausforderungen.","402",NA
"Von einem starken Zukunftskonzept profitiert die gesamte touristische Wertschöpfungskette – wie Gastronomie, Einzelhandel und Dienstleistungen.","402",NA
"Wir setzen auf Vielfalt statt ideologische Denkschranken.","401",NA
"Deshalb müssen Reisen und Individualverkehr durch Innovationen ökologischer werden.","501",NA
"Als Motor fungiert auch der Ausbau der Digitalisierung.","411",NA
"Ohne Breitbandversorgung bleiben wir vom wachsenden Online- Reisemarkt und von Reiseinnovationen abgehängt.","411",NA
"Wir wollen daher Anreize für Investitionen schaffen","402",NA
"und überflüssige Bürokratie abschaffen.","303",NA
"Entlastung und faire Steuern","H",NA
"Deutschland gehört bei Steuern und Sozialabgaben zur Weltspitze.","505",NA
"Wir Freie Demokraten wollen die Balance zwischen Privat und Staat wiederherstellen, ohne dabei eine seriöse Haushaltspolitik aufzugeben.","414",NA
"Wir fordern ein grundlegendes Umdenken in der Steuerpolitik: Wir wollen die Bürgerinnen und Bürger spürbar entlasten und damit die unabdingbare Voraussetzung für Impulse in die wirtschaftliche Erholung unseres Landes schaffen.","410",NA
"Das ist ein wichtiger Punkt auf unserer Agenda für mehr Wachstum, denn nur mit Wachstum wird es gelingen, die Folgen der Coronapandemie zu überwinden.","410",NA
"Dabei stehen wir für eine solide und investitionsorientierte Haushaltspolitik","410",NA
"und zur im Grundgesetz verankerten Schuldenbremse.","414",NA
"Denn jede Generation hat ihre Herausforderungen und muss über die finanzpolitischen Spielräume verfügen, um diesen gerecht werden zu können.","414",NA
