"text","cmp_code","eu_code"
"Wir können eine volle Gleichberechtigung der Geschlechter erreichen","503",NA
"und eine vielfältige Einwanderungsgesellschaft gestalten.","607.2",NA
"Wir sind in der Lage und fest entschlossen, Europa als Wertegemeinschaft demokratisch zu stärken und im globalen Systemwettbewerb gerechter und handlungsfähiger zu machen.","108",NA
"Das lässt sich mit internationaler Solidarität meistern und wenn wir unsere Art, zu leben und zu wirtschaften, so gestalten, dass wir Krisen an anderen Orten der Welt nicht verschärfen.","107",NA
"Aber Worte allein reichen nicht, wir müssen es auch tun.","305.1",NA
"Jetzt ist die Zeit fürs Machen.","305.1",NA
"Reaktive Politik hat die letzten Jahre über versucht das Schlimmste zu verhindern.","305.1",NA
"Aber es geht darum, das Beste zu ermöglichen.","305.1",NA
"In kurzer Zeit eine klimaneutrale Gesellschaft zu werden, ist eine epochale Aufgabe mit inspirierender Kraft.","501",NA
"Wir wollen einen Aufschwung schaffen, der über das rein Ökonomische hinausgeht.","416.2",NA
"Einen Aufschwung, der das ganze gesellschaftliche Leben in seiner Stärke und Vielfalt erfasst: Bildung und Kultur, Arbeit und Digitalisierung, Wissenschaft und Innovation.","416.2",NA
"Dieses Programm ist dafür ein Anfang.","305.1",NA
"Es schlägt konkrete und ehrgeizige Projekte für politisches Handeln in einer Bundesregierung in den kommenden vier Jahren vor.","305.1",NA
"Die Aufgaben sind groß, die Widerstände ebenfalls.","305.1",NA
"Aber die letzten Jahre haben gezeigt, dass viele Menschen in der Gesellschaft der Politik weit voraus sind.","202.1",NA
"Lassen Sie uns also gemeinsam die politische Arbeit auf die Höhe der Zeit bringen.","202.1",NA
"Wenn Sie, liebe Wähler*innen, uns das Mandat dafür erteilen und wir diese Projekte mit Ihnen Schritt für Schritt umsetzen dürfen, schaffen wir zusammen die Grundlagen für ein Jahrzehnt des mutigen Vorangehens, des Machens, des Gelingens.","202.1",NA
"Macht ist in einer Demokratie nur geliehen.","202.1",NA
"Diese Leihgabe verpflichtet zu sauberer Politik – zu einer Politik, die das Wohl der Bürger*innen über das persönliche Interesse stellt, die Rechenschaft ablegt und sich selbst Grenzen setzt.","202.1",NA
"In diesem Sinne werden wir handeln.","202.1",NA
"Wir werden manch gute Tradition auf neue Weise zum Tragen bringen, manch Neues begründen, manch Gewohntes ablösen, aber wir schaffen Sicherheit im Übergang.","000",NA
"Nach einer Ära der politischen Kurzfristigkeit bringen wir den langen Atem, den klaren Kompass und die Durchsetzungsfähigkeit mit, um unser Land- im Herzen Europas, der Welt zugewandt- in eine bessere Zukunft zu führen.","305.1",NA
"Ja, zu führen.","305.1",NA
"Erstmals in der Geschichte der Bundesrepublik kämp­ fen wir, BÜNDNIS 90/DIE GRÜNEN, um die politische Führung in diesem Land, inhaltlich und personell.","305.1",NA
"Wir stehen auf einem festen Wertefundament und sind tief verwurzelt in der Gesellschaft.","305.1",NA
"Wir haben ein klares Ziel für dieses Jahrzehnt vor Augen: klimagerechten Wohlstand.","416.2",NA
"Wir sind gewachsen und gestärkt durchs Regieren in Kommunen, Ländern und im Bund.","305.1",NA
"Mit Erfahrung und Kompetenz, mit Herz und Weitblick, mit Zuversicht und Leidenschaft, offen und lernfähig, so gehen wir in dieses Jahrzehnt.","305.1",NA
"Das ist unser Angebot und so werben wir um Mehrheiten für die kommenden vier Jahre.","305.1",NA
"Wir laden Sie ein, mit uns diesen Weg zu gehen.","305.1",NA
"Kapitel 1: Lebensgrundlagen schützen","H",NA
"Die Klimakrise ist die Existenzfrage unserer Zeit.","501",NA
"Daher ist Klimaschutz keine Zukunftsaufgabe, sondern Klimaschutz ist jetzt.","501",NA
"Wenn wir zu Beginn dieses Jahrzehnts konsequent handeln und die sozial-ökologische Transformation einläuten, können wir die Klimakatastrophe noch verhindern und zu einer klimagerechten Welt beitragen.","501",NA
"Klimaneutralität ist dabei eine große Chance für höhere Lebensqualität,","501",NA
"mehr soziale Gerechtigkeit","503",NA
"und einen klimagerechten Wohlstand.","416.2",NA
"Sie gilt es zu ergreifen.","416.2",NA
"Wir haben in den vergangenen Jahren mit Hitzesommern, Waldsterben, Überschwemmungen und Dürren die Klimakrise bereits zu spüren bekommen.","501",NA
"Sie hat dramatische Konsequenzen bei uns und auf der ganzen Welt: etwa für die Gesundheit der Menschen – und es sind vor allem die mit den geringsten Einkommen und insbesondere die Menschen im globalen Süden, die den Preis dafür zahlen, dass der ökologische Fußabdruck der Reichsten am größten ist.","503",NA
"Oder für die Bäuer*innen, denen zunehmend die Grundlage entzogen wird.","703.1",NA
"Und für den Zusammenhalt in unserer Gesellschaft.","606.1",NA
"Alle diese Folgen werden sich vervielfachen, wenn wir jetzt nicht umsteuern.","501",NA
"Je entschiedener wir handeln, desto mehr Freiheiten und Alternativen sichern wir für jetzige und künftige Generationen.","201.1",NA
"Wir werden deshalb konsequent den Weg zur Klimaneutralität gehen.","501",NA
"Das verlangt Können, Mut und Machen.","501",NA
"Wir stellen in einer künftigen Regierung das Pariser Klimaabkommen in den Mittelpunkt und richten das Handeln aller Ministerien danach aus.","501",NA
"Wir lenken all unsere Kraft darauf, Maßnahmen auf den Weg zu bringen, die uns auf den 1,5-Grad- Pfad führen.","501",NA
"Klimagerechtigkeit ist eine Frage des politischen Kanons.","503",NA
"Wir begreifen es als unsere Aufgabe, bessere Regeln zu schaffen, nicht den besseren Menschen.","403",NA
"Solch klare politische Ordnungsrahmen entlasten auch uns als Menschen im Alltag und schaffen Freiheit.","403",NA
"Natürlich bedeutet Klimaneutralität Veränderung, aber diese Veränderung schafft Halt in der Zukunft.","501",NA
"Denn sie bewahrt uns davor, Kipppunkte zu überschreiten,","501",NA
"und ermöglicht ein klimagerechtes, ein besseres Leben.","503",NA
"Wir bringen deshalb Strom, Wärme, Verkehr und Industrie zusammen, beenden Energieverschwendung und sorgen so für eine effiziente Verzahnung dieser Bereiche.","416.2",NA
"Statt auf Kohle, Öl und fossilem Gas wird das Energiesystem auf Sonnen- und Windenergie basieren.","416.2",NA
"Statt an fossilen Verbrennungsmotoren festzuhalten, schaffen wir eine neue Mobilität mit der Bahn, dem Rad, zu Fuß oder mit emissionsfreien Autos.","416.2",NA
"Statt Öl und Erdgas wärmt uns künftig die Kraft der Erneuerbaren.","416.2",NA
"Die Zukunft wird damit leiser, sauberer, gesünder, günstiger und sozial gerechter.","416.2",NA
"Weniger Autos in der Stadt bedeuten mehr Platz für uns Menschen.","411",NA
"Leisere Straßen und saubere Luft dienen besonders jenen, die sich nicht die Villa am ruhigen Stadtrand leisten können.","503",NA
"Mehr Angebote an klima- und umweltfreundlichen Verkehrsmitteln, zum Beispiel Rufbussen oder Carsharing, erleichtern zu pendeln und befördern ein gutes Leben auf dem Land.","411",NA
"Mit dieser großen Veränderung entstehen neue Geschäftsfelder,","410",NA
"neue Industriezweige,","410",NA
"neue Arbeitsplätze.","701",NA
"Andere Bereiche werden sich wandeln, einige werden verschwinden.","701",NA
"Für viele Menschen ist das auch eine große Herausforderung, ja Zumutung.","701",NA
"Die sozial-ökologische Transformation gelingt nur, wenn wir gemeinsam alles dafür tun, Verluste zu verringern und Brücken zu bauen.","416.2",NA
"So müssen diejenigen, die neue Chancen oder Weiterbildung brauchen, sie auch bekommen.","411",NA
"Und es ist unsere Aufgabe, Sorge dafür zu tragen, dass die Kosten und Belastungen dieser Veränderung gerecht verteilt sind.","503",NA
"Klimagerechter Wohlstand bedeutet Ökologie und Soziales zusammenzudenken und den Übergang gut zu gestalten: für Menschen in der Stadt und auf dem Land.","416.2",NA
"Für die Handwerkerin wie für den Stahlarbeiter.","503",NA
"Der Verlust an intakter Natur und Umwelt ist ebenso dramatisch wie die Klimakrise und eine der größten Bedrohungen für ein gutes und gesundes Leben.","501",NA
"Wenn wir unsere Lebensgrundlagen schützen wollen, wenn wir auch die zweite große ökologische Krise, das Artensterben, eindämmen wollen, dann bedarf es mehr als einer Kurskorrektur, dann brauchen wir einen neuen Kurs.","501",NA
"Wir machen die planetaren Grenzen zum Leitprinzip unserer Politik","416.2",NA
"und tragen so auch zu mehr Umweltgerechtigkeit bei.","503",NA
"Entsprechend verändern wir die Wirtschaftsweise, denn auf einem endlichen Planeten kann es kein unendliches Wachstum geben.","416.1",NA
"Wir setzen Prioritäten.","416.2",NA
"Von jetzt an wird belohnt und gefördert, was Mensch und Tier, Klima und Natur schützt.","501",NA
"Und was zerstörerisch wirkt, muss dafür auch die Kosten tragen und so schnell wie möglich überwunden werden.","501",NA
"Indem wir den Schutz der Meere und Gewässer, des Klimas und der Böden, der Tiere und der Pflanzen zum Bestandteil unseres Wirtschafts- und Rechtssystems machen, kann es gelingen, die Stabilität der Ökosysteme und unserer Lebensgrundlagen zu gewährleisten.","501",NA
"Und damit auch unsere Grundlagen für ein gutes und friedliches Zusammenleben.","606.1",NA
"Wir schaffen klimagerechten Wohlstand","H",NA
"Mehr Lebensqualität durch Klimaneutralität","H",NA
"Der Weg in die Klimaneutralität bietet riesige Chancen auf mehr Lebensqualität: Städte mit weniger Staus und Abgasen, mit Platz, um sicher Rad zu fahren und zu Fuß zu gehen, zu spielen und zu leben.","501",NA
"Dörfer, die endlich angebunden sind an den öffentlichen Nahverkehr.","411",NA
"Wälder, in denen auch unsere Kinder noch die Schönheit der Natur entdecken können.","501",NA
"Gesundes Essen, hergestellt unter Wahrung von Tierrechten und Umweltschutz.","501",NA
"Klimaschutz ist so viel mehr als reine Technik, er ist die Voraussetzung für ein gesundes Leben auf einer gesunden Erde.","501",NA
"Die Energierevolution: erneuerbar heizen, wohnen, wirtschaften","H",NA
"Klimaneutralität heißt: raus aus den fossilen Energien.","416.2",NA
"Nicht nur der Strom, auch das Benzin in unseren Autos, das Kerosin im Flugzeugtank, das Schweröl im Schiff, das Öl für die Heizung und das Gas im Industriebetrieb müssen auf erneuerbare Energien umgestellt werden.","416.2",NA
"Das ist nichts weniger als eine Energierevolution.","416.2",NA
"Dazu braucht es zuallererst eine massive Ausbauoffensive für die Erneuerbaren, die so schnell wie möglich umgesetzt wird.","416.2",NA
"Daran hängen die Zukunft unseres Industriestandortes und unsere Versorgungssicherheit.","416.2",NA
"Der Ausbaupfad wird durch die Kraft und Kapazität von Industrie und Handwerker*innen beschränkt, darf aber nicht von den politischen Rahmenbedingungen begrenzt werden.","401",NA
"Daher beseitigen wir in einem kontinuierlichen Prozess bestehende Ausbauhemmnisse – naturverträglich und zugunsten der Bürger*innen.","401",NA
"Unser Ziel ist ab sofort ein jährlicher Zubau von mindestens 5 bis 6 Gigawatt (GW) Wind an Land, ab Mitte der 20er Jahre von 7 bis 8 GW, bei Wind auf See wollen wir 35 GW bis 2035.","416.2",NA
"Im Bereich Solarenergie werden wir den Ausbau von beginnend 10 bis 12 GW auf 18 bis 20 GW pro Jahr steigern ab Mitte der 20er.","416.2",NA
"Mit einer umfassenden Steuer- und Abgabenreform wollen wir dafür sorgen, dass die Sektorenkoppelung vorankommt","416.2",NA
"und Strom zu verlässlichen und wettbewerbsfähigen Preisen vorhanden ist.","403",NA
"Das Energiemarktdesign ändern wir, sodass erneuerbarer Strom nicht länger ausgebremst wird.","416.2",NA
"Wir stellen Sonne und Wind ins Zentrum und ermöglichen es Industrie, Gewerbe und Handel, über flexibleren Verbrauch besonders viel zur Integration der Erneuerbaren beizutragen.","416.2",NA
"Erzeugungsspitzen machen wir nach dem Prinzip „nutzen statt abschalten“ für Speicher und die Produktion von Wärme oder grünem Wasserstoff nutzbar.","416.2",NA
"Doppelte Belastungen und andere Bremsklötze schaffen wir ab.","416.2",NA
"Kritische Infrastrukturen sichern wir mit notstromfähigen Solaranlagen.","411",NA
"Verteilnetze und Verbraucher*innen statten wir mit intelligenter Technik aus, damit sie flexibel reagieren können, wenn gerade viel erneuerbarer Strom produziert wird.","403",NA
"Energieeffizienz – weniger ist mehr","H",NA
"Auch in einer Welt der Erneuerbaren ist Energie ein wertvolles Gut, mit dem wir sparsam und effizient umgehen müssen.","416.2",NA
"Das gilt umso mehr, solange wir noch Kohle, Öl und fossiles Gas verbrennen.","416.2",NA
"Unser Ziel sind Gebäude, die gut gedämmt sind, verbrauchsarme Autos, auch wenn sie elektrisch betrieben werden, effiziente Gewerbe- und Industrieprozesse sowie Weitergabe und Nutzung von Abwärme.","416.2",NA
"Dafür machen wir klare ordnungsrechtliche Vorgaben.","403",NA
"Strompreisvergünstigungen für Unternehmen, die im internationalen Wettbewerb stehen, sollen an die Umsetzung von Energieeffizienzmaßnahmen geknüpft werden.","416.2",NA
"Denn je weniger Energie benötigt wird, desto schneller schaffen wir 100 Prozent Erneuerbare, erreichen die Klimaziele und sparen Kosten für Energieinfrastruktur.","416.2",NA
"Klimaschutz lohnt sich.","501",NA
"Ein Ordnungsrahmen für eine sozial-ökologische Marktwirtschaft","H",NA
"Wir müssen unsere Wirtschaft auf Klimaneutralität und die planetaren Grenzen ausrichten und eine Kreislaufwirtschaft etablieren.","416.2",NA
"Den wirtschaftlichen Aufbruch nach der Corona-Krise und die ökologische Modernisierung wollen wir zusammenbringen.","416.2",NA
"Dazu braucht es eine sozialökologische Neubegründung unserer Marktwirtschaft.","416.2",NA
"Wir wollen mit ehrgeizigen Vorgaben in Form von Grenzwerten, CO2-Reduktionszielen und Produktstandards der deutschen und europäischen Wirtschaft Planungssicherheit geben","403",NA
"und Impulse für neue Investitionen setzen.","411",NA
"Faire Preise sorgen dafür, dass sich klimagerechtes Handeln lohnt.","503",NA
"Forschung und Innovationen für klimagerechtes Wirtschaften wollen wir stärker fördern.","411",NA
"Die öffentliche Beschaffung richten wir konsequent auf die ressourcenschonendsten und sozial verträglichsten Produkte und Dienstleistungen aus.","416.2",NA
"So machen wir unsere Wirtschaft zur Spitzenreiterin bei den modernsten Technologien","410",NA
"und schützen unsere natürlichen Lebensgrundlagen.","501",NA
"Grüne Digitalisierung","H",NA
"Ob vernetzte Fahrzeuge, effiziente Industrie, punktgenaue Verteilung regenerativer Energie oder intelligente Bewässerung auf Feldern: Mit digitalen und datengetriebenen Innovationen können wir den Energie- und Ressourcenverbrauch besser reduzieren","416.2",NA
"und bei Zukunftstechnologien führend werden.","411",NA
"Hierzu fördern und priorisieren wir digitale Anwendungen und Lösungen, die einen Beitrag zur Ressourcenschonung leisten oder nachhaltiger sind als analoge.","416.2",NA
"Rebound-Effekte gilt es generell zu vermeiden, Suffizienz zu unterstützen.","416.2",NA
"Wir fördern Alternativen zu kritischen Rohstoffen wie seltene Erden","416.2",NA
"und deren menschenrechtskonforme Gewinnung.","201.2",NA
"Ausschreibungs- und Beschaffungskriterien sind so anzupassen, dass möglichst sozial-ökologisch nachhaltige Technologien vorrangig zum Einsatz kommen.","416.2",NA
"Bei IT-Beschaffungen des Bundes müssen Faktoren wie Herstellerabhängigkeit, Folgebeschaffung, technische Offenheit, Sicherheit, Datenschutz, Reparaturfähigkeit, Nachhaltigkeit und soziale Kriterien zwingend in die Bewertungen einfließen und Zertifizierungen wie der Blaue Engel für IT-Produkte zum Standard werden.","411",NA
"Wir wollen alle Rechen- und Datencenter des Bundes nachhaltig umstellen, mit erneuerbarer Energie betreiben und zertifizierte umweltfreundliche Hardware einsetzen.","416.2",NA
"Zugleich gilt es, Anreize zu schaffen, um den Stromverbrauch von Rechenzentren zu reduzieren, einschließlich Umstellung auf Wasserkühlungssysteme, und CO2-neutrale Rechenzentren zu fördern.","416.2",NA
"Neue Arbeitsplätze mit guten Bedingungen","H",NA
"Eine ambitionierte Klimaschutzpolitik und der klimaneutrale Umbau der Wirtschaft sind die beste Chance, bestehende Arbeitsplätze in Deutschland und anderen Ländern zu erhalten und neue zu schaffen.","701",NA
"Die sozial-ökologische Modernisierung stärkt die Wettbewerbsfähigkeit der hiesigen Unternehmen","402",NA
"und kann zu einer Renaissance von Industriearbeitsplätzen führen.","701",NA
"Auf dem Weg zur Klimaneutralität werden in den kommenden Jahren hunderttausende neue Jobs entstehen – Green Jobs.","701",NA
"Sie entstehen im Handwerk und in der Bauwirtschaft, in neuen Industriebereichen und der Kreislaufwirtschaft, in der Batteriezellenproduktion und der Wasserstoffindustrie sowie in neuen Dienstleistungsfeldern.","701",NA
"Wir wollen, dass die neuen Jobs nach Möglichkeit einem Tarifvertrag oder mindestens gleichwertigen Bedingungen unterliegen.","701",NA
"Darauf werden wir auch bei der Förderung von neuen Wirtschaftsfeldern achten.","701",NA
"Sicher im Wandel mit einem Qualifizierungs-Kurzarbeitergeld","H",NA
"Wir sehen es als unsere Verpflichtung, Unternehmen und ihre Beschäftigten auf dem Weg hin zu einem klimaneutralen Wirtschaftssystem zu unterstützen.","416.2",NA
"Gerade auch dort, wo sich Jobprofile grundlegend verändern oder Arbeitsplätze verloren gehen.","701",NA
"Es braucht in der ökologischen Transformation ein noch viel besseres Angebot an Weiterbildung und Qualifizierung.","411",NA
"Dazu wollen wir ein Recht auf Weiterbildung einführen","411",NA
"und mit einem Weiterbildungsgeld auch für Erwerbstätige in Qualifizierungsphasen eine soziale Absicherung schaffen.","504",NA
"Mit einem neuen Qualifizierungs-Kurzarbeitergeld ermöglichen wir Unternehmen, in Phasen der Transformation ihre Beschäftigten im Betrieb zu halten und nachhaltig zu qualifizieren.","701",NA
"Die Qualifizierungs-Kurzarbeit koppeln wir eng an die Sozialpartnerschaft.","405",NA
"Zudem wollen wir die betriebliche Mitbestimmung bei Entscheidungen über die ökologische Transformation stärken.","701",NA
"Unternehmen, Gewerkschaften und Betriebsräte wissen gemeinsam am besten, wie die Transformation zu gestalten ist.","405",NA
"Transformationsfonds für die Regionen","H",NA
"Die ökologische Modernisierung ist gerade für viele industriell geprägte Regionen eine große Herausforderung.","501",NA
"Um Regionen und insbesondere die dort ansässigen kleinen und mittleren Unternehmen zu unterstützen, wollen wir regionale Transformationsfonds auflegen.","402",NA
"Die Förderung richtet sich an Unternehmen, die aus eigener Kraft den ökologischen Strukturwandel nicht bewältigen können, mit ihrem Standort aber fest in der Region verankert sind und dort bleiben wollen.","402",NA
"Regionale Akteur*innen aus Wissenschaft, Politik, Wirtschaft und Gewerkschaften sollen eingebunden werden und gemeinsame Visionen erarbeiten, wo die Region sozial und wirtschaftlich in Zukunft stehen sollte.","405",NA
"Gleichzeitig wollen wir neue Formate wie Reallabore und Experimentierräume fördern, in denen Zivilgesellschaft, Wissenschaft, Wirtschaft und Kommunen gemeinsam an Lösungen für Herausforderungen vor Ort arbeiten und forschen.","411",NA
"Klimaschutz-Sofortprogramm auflegen","H",NA
"Zentrale Grundlagen unserer Politik sind das Klimaabkommen von Paris sowie der Bericht des Weltklimarates zum 1,5-Grad-Limit, der verdeutlicht, dass jedes Zehntelgrad zählt, um das Überschreiten von relevanten Kipppunkten im Klimasystem zu verhindern.","501",NA
"Es ist daher notwendig, auf den 1,5-Grad-Pfad zu kommen.","501",NA
"Dafür ist unmittelbares und substanzielles Handeln in den nächsten Jahren entscheidend.","501",NA
"Doch aktuell lahmt der Ausbau der erneuerbaren Energien, der Kohleausstieg kommt zu spät, im Verkehrs- und Gebäudesektor geht es kaum voran.","501",NA
"Gemäß der Klimaentscheidung des Bundesverfassungsgerichts, die auch auf den Sachverständigenrat für Umweltfragen verweist, müssen wir unsere Klimapolitik am Budgetansatz orientieren.","501",NA
"Der Weltklimarat beziffert das globale CO2-Budget ab dem Jahr 2018 für das 1,5-Grad-Ziel mit einer 67-prozentigen Wahrscheinlichkeit der Zielerreichung auf 420 Gigatonnen CO2.","501",NA
"Der Sachverständigenrat hat daraus ein verbleibendes nationales Kohlenstoffbudget von 6,6 Gigatonnen CO2 ab 2020 abgeleitet.","501",NA
"Bei fortdauernden Emissionen auf heutigem Niveau wäre das deutsche CO2-Budget in weniger als neun Jahren verbraucht, bei einer linearen Reduktion rund um 2035.","501",NA
"Ein längerer Zeitverlauf zur Treibhausgasneutralität erfordert überproportionale Reduktionserfolge in den nächsten Jahren.","501",NA
"Deswegen werden wir ein Klimaschutz-Sofortprogramm auf den Weg bringen, das in allen Sektoren sofort wirksame Maßnahmen anstößt, bestehende Ausbauhindernisse beseitigt, naheliegende Einsparmöglichkeiten umsetzt und auch die Klima-und Entwicklungspartnerschaften im Sinne des globalen Budgetansatzes stärkt.","501",NA
"Wir werden das noch immer ungenügende Klimaschutzgesetz generationen- und budgetgerecht nachschärfen, jahres- und sektorenscharf ausbuchstabieren, die Rolle des Expertenrates für Klimafragen stärken und das deutsche Klimaziel 2030 auf mindestens minus 70 Prozent anheben.","501",NA
"Unser Ziel ist es, 100 Prozent erneuerbare Energien bis 2035 zu erreichen.","501",NA
"So kann Deutschland in 20 Jahren klimaneutral werden.","501",NA
"Klimagerechtes Wirtschaften belohnen","H",NA
"Effektiver und sozial gerechter Klimaschutz muss sich auch ökonomisch lohnen.","501",NA
"Derzeit sind die Kosten der Schäden, die durch den Ausstoß einer Tonne CO2 entstehen, nur sehr gering eingepreist.","416.2",NA
"Nach aktuellen Berechnungen des Umweltbundesamtes verursacht die Emission einer Tonne CO2 Schäden von rund 195 Euro.","416.2",NA
"Unser Ziel ist eine Wirtschaft, in der die nachhaltigsten Produkte auch die günstigsten sind.","416.2",NA
"Das wollen wir durch einen klugen Mix aus CO2-Preisen, Anreizen und Förderung sowie Ordnungsrecht und Abbau von umweltschädlichen Subventionen ändern.","416.2",NA
"Wollte man die Klimaziele allein über die Bepreisung von CO2 erreichen, würde das unweigerlich zu erheblichen sozialen Unwuchten führen.","503",NA
"Einige könnten sich rauskaufen, andere nicht mehr teilhaben.","503",NA
"Wir sehen in der CO2-Bepreisung also ein Instrument von vielen – und werden es wirksam und sozial gerecht einsetzen.","412",NA
"Das EU-Emissionshandelssystem (ETS) ist im Lichte des neuen EU-Klimaziels für 2030 zu reformieren, um seine Lenkungswirkung endlich voll und ganz zu erfüllen.","501",NA
"Mit einer deutlichen Reduktion von Emissionszertifikaten und der Löschung überschüssiger Zertifikate vom Markt erreichen wir einen CO2-Preis im Bereich Strom, Industrie und europäischem Luftverkehr, der dafür sorgt, dass erneuerbare Energien statt Kohle und Kerosin zum Einsatz kommen, die Industrie Planungssicherheit bekommt und einen Anreiz hat, in Dekarbonisierung und Technologieführerschaft zu investieren.","416.2",NA
"Für die Bereiche Verkehr und Wärme wurde in Deutschland auf Druck der Klimabewegung und von uns Grünen zudem ein CO2-Preis eingeführt, dessen Lenkungswirkung aber weiter sozial gerecht verbessert werden muss.","412",NA
"Wir wollen die Erhöhung des CO2-Preises auf 60 Euro auf das Jahr 2023 vorziehen.","412",NA
"Danach soll der CO2-Preis so ansteigen, dass er im Konzert mit den Fördermaßnahmen und ordnungsrechtlichen Vorgaben die Erreichung des neuen Klimaziels 2030 absichert.","412",NA
"Die Einnahmen aus dem nationalen CO2- Preis geben wir als Energiegeld pro Kopf an die Menschen zurück.","503",NA
"Energiegeld einführen","H",NA
