"text","cmp_code","eu_code"
"Anforderungen an ausländisches Personal im Gesundheitswesen 142",NA,NA
"Souveränität des Patienten über seine Daten herstellen 142",NA,NA
"WHO grundlegend reformieren 143",NA,NA
"Bildung, Wissenschaft und Forschung 146",NA,NA
"Mut zur Leistung statt Akademisierungswahn 146",NA,NA
"Mehrgliedriges Schulsystem erhalten 146",NA,NA
"Berufliche Bildung stärken: Meister statt Master 147",NA,NA
"Digitalisierung ist kein Selbstzweck 147",NA,NA
"Keine ideologisch motivierte Inklusion: Förder- und Sonderschulen erhalten 148",NA,NA
"Bildung und Migration 148",NA,NA
"Neutralität der Schule wiederherstellen 149",NA,NA
"Kompetenzorientierung entwertet Bildung 149",NA,NA
"Deutsches Kulturgut im Unterricht vermitteln 149",NA,NA
"Kein bekenntnisgebundener Islamunterricht an deutschen Schulen 150",NA,NA
"Kein Koranunterricht durch verfassungsfeindliche Moscheevereine 150",NA,NA
"Keine Konfuzius-Institute an öffentlichen Bildungseinrichtungen 151",NA,NA
"Bologna ist gescheitert: Diplom und Magister wieder einführen 151",NA,NA
"Autonomie der Hochschulen stärken, Freiheit von Forschung und Lehre bewahren 151",NA,NA
"Kein Geld für „Gender Studies“, keine Gender-Quoten 152",NA,NA
"Kultur 156",NA,NA
"Deutsche Leitkultur statt „Multikulturalismus“ 156",NA,NA
"Kulturförderung 157",NA,NA
"Brauchtum und Gedenken 158",NA,NA
"Medien 162",NA,NA
"Den öffentlich-rechtlichen Rundfunk neu gestalten 162",NA,NA
"„Cancel Culture“ bekämpfen 162",NA,NA
"Meinungsfreiheit statt Tugendterror 163",NA,NA
"Bauen, Wohnen, Mieten 166",NA,NA
"Wohneigentumsförderung 167",NA,NA
"Mehr Wohngeld statt sozialem Wohnungsbau 168",NA,NA
"Klima, Energie, Technik und Digitalisierung 172",NA,NA
"Dem Klimawandel positiv begegnen 172",NA,NA
"Kernforderungen zur Klimapolitik 173",NA,NA
"Technischen Fortschritt begrü.en 173",NA,NA
"Energie – Nein zum „Green Deal” 174",NA,NA
"Digitalisierung muss uns Menschen dienen 178",NA,NA
"Datenschutz und Datensicherheit 180",NA,NA
"Infrastruktur ist die Grundlage für den weiteren Ausbau der Digitalisierung 181",NA,NA
"Digitalisierung der öffentlichen Verwaltung 182",NA,NA
"Digitale Souveränität 182",NA,NA
"8 Inhaltsverzeichnis 9",NA,NA
"Verkehrspolitik 183",NA,NA
"Motorisierten Individualverkehr schützen 183",NA,NA
"Bundesautobahnen entlasten – Transitverkehr auf Schiene und Wasserwege verlagern 184",NA,NA
"Flugverkehr als Wirtschaftsfaktor stärken 185",NA,NA
"Die deutsche Automobilindustrie als Leitindustrie erhalten 185",NA,NA
"Stadt und Land gleichrangig entwickeln 186",NA,NA
"Landschaft als Teil regionaler Identität 187",NA,NA
"Infrastruktur 188",NA,NA
"Kommunen stärken – Erfüllung der Pflichtaufgaben sicherstellen 188",NA,NA
"Ausbau digitaler Infrastrukturen beschleunigen 188",NA,NA
"Nord Stream 2 endlich fertigstellen 189",NA,NA
"Landwirtschaft, Umwelt- und Verbraucherschutz 192",NA,NA
"EU-Agrarpolitik renationalisieren 193",NA,NA
"Grüne Berufe wertschätzen 193",NA,NA
"Familienbetriebe in den Mittelpunkt stellen 194",NA,NA
"Düngung am Bedarf der Pflanze orientieren 194",NA,NA
"Tierwohl, Haltung und Transport weiterentwickeln 195",NA,NA
"Schutz der heimischen Ökosysteme verbessern 196",NA,NA
"Zeitgemäßes Wildtiermanagement umsetzen 196",NA,NA
"Unsere Wälder schützen und bewahren 197",NA,NA
"Gesunde Lebensmittel aus heimischer Produktion fördern 198",NA,NA
"Transparenz im Verbraucherschutz ausbauen 198",NA,NA
"Wasserversorgung in öffentlicher Hand belassen 199",NA,NA
"Ausbau von erneuerbaren Energien einschränken 199",NA,NA
"Index 202",NA,NA
"Demokratie und Rechtsstaat","H",NA
"Das Volk ist der Souverän","H",NA
"Die Regierungspolitiker in Bund und Ländern haben mit ihrer Flüchtlings-, Europa- und Corona-Politik die Prinzipien der deutschen Staatlichkeit, des Rechts und der Verfassung vielfach verletzt.","305.2",NA
"Zugleich haben sich die Volksvertreter der etablierten Parteien den grundgesetzlich garantierten Parlamentsvorbehalt für alle wichtigen Entscheidungen im Staat ohne Widerstand nehmen lassen.","202.1",NA
"Die Bundesregierung kommt ihrer Pflicht, Vertragsbrüchen und Selbstermächtigungen durch EU-Institutionen entgegenzutreten, nicht nach.","110",NA
"Einzelne rechts- und verfassungswidrige Maßnahmen wurden zwar durch mutige Richter in Hunderten von Urteilen zu Fall gebracht.","605.1",NA
"In unserem Land hat sich aber eine politische Klasse herausgebildet, deren vordringliches Interesse ihrer Macht, ihrem Status und ihrem materiellen Wohlergehen gilt.","304",NA
"Diese setzt die soziale und kulturelle Zukunft unseres Volkes, die Stärke unserer Wirtschaft und damit unseres Wohlstandes aufs Spiel und stellt Multikulturalität, Diversität, Globalisierung und vermeintliche Gendergerechtigkeit über alles.","601.1",NA
"Sie hält die Schalthebel der staatlichen Macht, der politischen Bildung und des informationellen und medialen Einflusses auf die Bevölkerung in Händen.","304",NA
"Deshalb halten wir die unmittelbare Demokratie für ein unverzichtbares Mittel, um dem autoritären und teilweise totalitären Gebaren der Regierungspolitiker Einhalt zu gebieten.","202.4",NA
"Volksabstimmungen nach Schweizer Modell","H",NA
"Die AfD fordert Volksentscheide nach Schweizer Modell auch für Deutschland.","202.4",NA
"Die uneingeschränkte Volkssouveränität in ihrer fast 200 Jahre bewährten und optimierten Gestaltung hat dem eidgenössischen Bundesstaat eine fortwährende Spitzenstellung in Wohlstand, Frieden und Freiheit gewährleistet.","202.4",NA
"Durch die Volksabstimmungen wollen wir die Flut der oftmals unsinnigen Gesetzesvorlagen eindämmen und die Parlamente zu sorgfältiger Arbeit zwingen.","202.4",NA
"Unangemessenen Beschlüssen der Abgeordneten in eigener Sache wollen wir einen Riegel vorschieben.","304",NA
"Hierzu zählen etwa die Diäten, Fraktions- und Parteienfinanzierung sowie die Finanzierung von „parteinahen“ Stiftungen.","304",NA
"Der Wortbruch der etablierten Parteien bezüglich des Euros und die immer weitere Zentralisierung der EU bedrohen die Zukunft unseres Landes (sowie der nachfolgenden Generationen).","110",NA
"Diese fatale Politik wollen wir beenden.","110",NA
"Die Einführung von Volksabstimmungen nach Schweizer Modell ist für die AfD nicht verhandelbarer Inhalt jeglicher Koalitionsvereinbarungen und beinhaltet insbesondere folgende Elemente:","202.4",NA
"Ohne Zustimmung des Volkes darf das Grundgesetz nicht geändert und kein bedeutsamer völkerrechtlicher Vertrag geschlossen werden.","202.4",NA
"Wir wollen dem Volk das Recht geben, den Abgeordneten auf die Finger zu schauen und vom Parlament beschlossene Gesetze zu ändern oder abzulehnen.","202.4",NA
"Das Volk soll die Möglichkeit erhalten, Gesetzesinitiativen einzubringen und per Volksabstimmung zu beschließen.","202.4",NA
"Hierbei soll es jenseits des Art. 79 Abs. 3 GG keine thematischen Beschränkungen geben.","202.4",NA
"Die Qualität der Entscheidung der Bürger muss gesichert werden durch einen ausgeprägten und autonomen Prozess der Willensbildung, durch Informationspflichten und -rechte und eine breite gesellschaftliche Debatte.","202.4",NA
"Auch die Parlamente sollen die Möglichkeit erhalten, eine Volksabstimmung zu initiieren.","202.4",NA
"Als einzige der im Bundestag vertretenen Parteien halten wir das deutsche Volk für ebenso mündig wie das der Schweizer.","202.4",NA
"Entgegen anderslautenden Behauptungen entscheiden Bürger in Schicksalsfragen der Nation weitsichtiger, friedfertiger und gemeinwohlorientierter als Berufspolitiker.","202.4",NA
"Das ist die Lehre aus der Wiedervereinigung, aus der Ablehnung des „EU-Verfassungsvertrags“ durch das französische und das niederländische Volk und der Entscheidung des Vereinigten Königreichs, aus der Europäischen Union auszutreten.","202.4",NA
"Wir vertrauen nicht mehr darauf, dass Regierungen und Parlamente zu Währungskrisen, Migration, Islamisierung oder zur Energiewende tragfähige Lösungen finden.","202.4",NA
"Das Volk als Souverän muss in direkter Mitbestimmung Träger solcher schicksalhaften Entscheidungen sein.","202.4",NA
"Die Gewaltenteilung gewährleisten","H",NA
"Zahlreiche Gesetze und die politische Praxis haben die Gewaltenteilung in Deutschland als Kernelement des Rechtsstaats über die Jahre in Gefahr gebracht","202.1",NA
"und zu einer überbordenden Staatsgewalt geführt:","201.1",NA
"Ehemalige Politiker auf Richterstühlen, Abgeordnete, die zugleich Kanzler, Ministerpräsident oder Minister sind und sich insoweit selbst kontrollieren, sowie parteipolitische Netzwerke, die durch verbotene, verfassungswidrige Ämterpatronage entstehen, können nicht länger toleriert werden.","304",NA
"Öffentliche Ämter sind ausschließlich nach „Eignung, Befähigung und fachlicher Leistung” zu vergeben (Art. 33 Abs. 2 GG).","304",NA
"Entpolitisierung der Justiz","H",NA
"Die AfD will die Einflussnahme der politischen Parteien auf die Ernennung von Richtern und Staatsanwälten beenden.","202.1",NA
"Auch wollen wir die Praxis ändern, dass die Staatsanwaltschaft weisungsgebunden und im Einzelfall dem Justizminister berichtspflichtig ist.","202.1",NA
"Die Unabhängigkeit der dritten Gewalt muss durch eine Selbstverwaltung der Justiz ausgebaut werden, wie es in vielen anderen europäischen Ländern bereits üblich ist.","202.1",NA
"Wir unterstützen daher den Modellvorschlag des Deutschen Richterbundes, einen Justizwahlausschuss und einen Justizverwaltungsrat einzurichten.","202.1",NA
"Insbesondere die Verfassungsgerichte und Rechnungshöfe sind vor parteipolitischer Einwirkung zu schützen.","202.1",NA
"Verfassungsschutz reformieren","H",NA
"Der behördlich organisierte „Verfassungsschutz” muss schnellstmöglich auf den Prüfstand gestellt und so reformiert werden, dass er in Zukunft nicht mehr als parteipolitisches Instrument gegen politische Gegner missbraucht werden kann.","202.1",NA
"Trennung von Amt und Mandat und Kampf der Ämterpatronage","H",NA
"Kanzler, Ministerpräsidenten und Minister dürfen nicht mehr zugleich Abgeordnete sein.","304",NA
"Die Institution der parlamentarischen Staatssekretäre ist abzuschaffen.","304",NA
"Dies gilt auch für das Institut der „politischen Beamten“ in der Staatsverwaltung - vom Ministerialdirektor bis zum Polizeipräsidenten.","304",NA
"Die Mitarbeiter der öffentlichen Verwaltung haben unabhängig und loyal ihren Dienst zu verrichten.","304",NA
"Beamten- und Richterstellen sind ausschließlich nach Qualifikation zu besetzen.","304",NA
"Die „Parteibuchwirtschaft“ muss beendet werden.","304",NA
"Grundsätze der fachlichen Eignung und beruflichen Qualifikation haben auch für das Spitzenpersonal des Staates in den Kabinetten zu gelten.","304",NA
"Parteipolitische Karrieren können fachliche Defizite nicht ausgleichen.","304",NA
"Macht der Parteien beschränken","H",NA
"Die Parteien sollen am politischen System mitwirken (Art. 21, Abs. 1 GG),","202.1",NA
"es aber nicht beherrschen.","304",NA
"Die Allmacht der Parteien und deren „Ausbeutung des Staates“ gefährden unsere Demokratie.","304",NA
"Diese politische Instrumentalisierung des Staates ist auch Ursache der verbreiteten Politikverdrossenheit.","202.1",NA
"Die Loyalität der Abgeordneten muss den Bürgern und dem Staat gelten, nicht den Parteivorständen.","304",NA
"Neben der offiziellen Parteienfinanzierung in Höhe von mittlerweile jährlich ca. 194 Millionen Euro haben sich die Parteien zusätzliche Finanzausstattung verschafft.","304",NA
"Hervorzuheben ist dabei die Finanzierung sogenannter politischer Stiftungen, denen alleine 600 Millionen Euro aus Mitteln des Bundeshaushalts jährlich zufließen.","304",NA
"Ferner halten wir die jedem Bundestagsabgeordneten zustehende „Mitarbeiterpauschale“ von 22.436 Euro monatlich für überhöht.","304",NA
"Ob dabei in jedem Fall wissenschaftlich qualifiziertes Personal oder Parteisoldaten angestellt werden, darf hinterfragt werden.","304",NA
"Die AfD will die gesamte staatliche Parteienfinanzierung neu regeln und deutlich begrenzen,","304",NA
"sowie die Staatliche Finanzierung von Parteistiftungen ganz abschaffen.","304",NA
"Alle Mittel der Parteienfinanzierung sollen entgegen derzeitiger Praxis der unbeschränkten Kontrolle der Rechnungshöfe unterliegen.","304",NA
"Unabdingbar ist auch eine restriktive und Korruption vermeidende Neuordnung der Spendenregelungen.","304",NA
"Ferner soll den Parteien endlich die Beteiligung an Unternehmen, insbesondere Medienunternehmen, verboten werden.","304",NA
"Freie Listenwahl und freies Mandat","H",NA
"Die politische Klasse Deutschlands hat das Wahlrecht und die Wahlverfahren im Lauf der Zeit immer besser ausgenutzt und angepasst, um den Einfluss des Volkes auf die Bewerberauswahl zu minimieren.","202.4",NA
"Dem Wähler werden derzeit starre Wahllisten der Parteien zum Ankreuzen vorgelegt.","202.4",NA
"Über die „sicheren Listenplätze“ bestimmen de facto die Parteivorstände die Zusammensetzung des Parlaments.","202.4",NA
"Mit einer demokratischeren Gestaltung des Wahlsystems will die AfD dem Wähler die Entscheidung über die personelle Zusammensetzung der Parlamente zurückgeben.","202.4",NA
"Deshalb treten wir für die „freie Listenwahl“ ein, mit der Möglichkeit des Kumulierens, Panaschierens und Streichens von Kandidaten.","202.4",NA
"Verkleinerung der Parlamente","H",NA
"Mit seinen mittlerweile 709 Abgeordneten leistet sich Deutschland eines der größten Parlamente der Welt.","303",NA
"Die im Oktober 2020 von CDU/CSU und SPD durchgesetzte Wahlrechtsänderung entspricht nicht der vom Bundesverfassungsgericht angemahnten Reform der Wahl zum Bundestag.","303",NA
"Mit etwa 2.500 Abgeordneten in Bund und Ländern und dem dazugehörigen Verwaltungsapparat hat Deutschland übergroße Parlamente.","303",NA
"Wir streben an, den Bundestag um etwa die Hälfte zu verkleinern.","303",NA
"Berufspolitikertum: Mandats- und Amtszeiten begrenzen","H",NA
"Die ungebrochene Tendenz zum Berufspolitikertum hat der Monopolisierung der Macht Vorschub geleistet und die unübersehbare Kluft zwischen Wählern und Gewählten stetig vergrößert.","202.1",NA
"Vetternwirtschaft, Filz, korruptionsfördernde Strukturen und Lobbyismus sind die Folge.","304",NA
"Um unser Ideal des Bürgerabgeordneten zu verwirklichen, fordern wir eine Begrenzung der Mandatszeit für Abgeordnete auf vier und der Amtszeit für den Bundeskanzler auf zwei Legislaturperioden.","303",NA
"Nicht die Abgeordnetenvergütung, sondern politischer Idealismus soll Motivation zur Kandidatur für ein Mandat sein.","304",NA
"Lobbyismus eindämmen","H",NA
"Wir wollen, dass Bundestagsabgeordnete ihre volle Arbeitskraft der parlamentarischen Arbeit widmen.","304",NA
"Das Mandat darf nicht unter bezahlten Nebentätigkeiten leiden.","304",NA
"Der überbordende Lobbyismus in Brüssel und Berlin muss eingedämmt werden.","304",NA
"Wir wollen die Regelungen hinsichtlich der Nebentätigkeiten von Parlamentariern deutlich verschärfen, um Bestechung zu verhindern.","304",NA
"Unseren eigenen Abgeordneten haben wir bereits jetzt über unsere Satzung entsprechende Regeln auferlegt.","304",NA
"Ferner setzen wir uns für ein Lobbyisten-Gesetz mit konkreten Rechten, Pflichten und Sanktionen für Mandatsträger und Lobbyisten ein, das vorbildlichen Regelungen anderer Demokratien entspricht.","304",NA
"Freiheit und Verantwortung","H",NA
"Im Zentrum unseres Menschenbildes stehen Freiheit und Verantwortung.","201.1",NA
"Wir gehen von der Befähigung und Bereitschaft jedes einzelnen aus, in Freiheit und Verantwortung sein Leben zu gestalten","201.1",NA
"und seine Angelegenheiten und die seiner Familie zu besorgen.","603",NA
"Gängelung und Indoktrination durch Staat oder gesellschaftliche Gruppen lehnen wir ab.","201.1",NA
"Leistung statt Quote - Freiheit statt Diskriminierung","H",NA
"Die grundgesetzlich garantierte Gleichberechtigung von Mann und Frau hat mit der vom Parteienkartell propagierten Gleichstellung und Gleichmacherei nichts zu tun.","201.1",NA
"Die AfD lehnt jede Art von Quoten ab.","201.1",NA
"Sie sind leistungsfeindlich, ungerecht und stellen eine verfassungswidrige Diskriminierung derer dar, die nicht in den Genuss der Quote kommen.","201.1",NA
"Schutz der persönlichen Freiheit vor digitalen Übergriffen","H",NA
"Eingriffe in die Privatsphäre durch monopolistische, datengetriebene Großkonzerne, Behörden und Geheimdienste überschreiten zum Teil deutlich die grundgesetzlich garantierten Freiheitsrechte.","201.1",NA
"Dieser Gefährdung unserer Freiheit wollen wir entgegenwirken,","201.1",NA
"den Bürgern ihre informationelle Selbstbestimmung zurückgeben","201.1",NA
"und diese verfassungsrechtlich stärken.","201.1",NA
"Hinweisgeber (Whistleblower) schützen","H",NA
"Die EU-Richtlinie zum Hinweisgeberschutz ist unzureichend.","110",NA
"Wir fordern ein einheitliches deutsches Gesetz mit verständlichen klaren Regeln sowie eine entsprechende Anpassung des Beamtenrechts.","110",NA
"Wichtige Bestandteile eines solchen Gesetzes sind für uns vorgeschriebene interne Whistleblower-Kanäle","201.2",NA
"und alternative externe Meldemöglichkeiten bei einer unabhängigen, selbstständigen Behörde","201.2",NA
"sowie der vollumfängliche Schutz des Hinweisgebers vor Repressalien, inclusive einer gesetzlich garantierten Vertraulichkeit.","201.2",NA
"Die totalitären Tendenzen haben auch in Deutschland ein demokratiegefährdendes Maß angenommen.","202.1",NA
"Die verfassungswidrige Grenzöffnung und die massiven Grundrechtseinschränkungen im Namen der Corona-Krise waren die bisherigen Höhepunkte im täglichen Bruch von Recht und Verfassung durch Regierungspolitiker.","605.1",NA
"Die Mainstream-Medien haben ihre elementare Aufgabe als vierte Gewalt aufgegeben","202.1",NA
"und kritisch-objektive Berichterstattung gegen Regierungslobhudelei getauscht.","304",NA
"So bleiben oftmals nur noch alternative Medien und Whistleblower zur Aufdeckung und Offenlegung regierungsamtlichen Unrechts.","304",NA
"Aus diesem Grund sind anonyme Hinweisgeber zur Aufdeckung von Korruption, Machtmissbrauch und anderen Straftaten in Politik, Verwaltung, Wirtschaft und zivilgesellschaftlichen Organisationen unverzichtbar.","304",NA
"Bürgerlich- freiheitliche Rechtsordnung","H",NA
"Die Prinzipien der Gleichheit vor dem Gesetz","503",NA
"und der bürgerlichen Vertragsfreiheit gehören zu den großen zivilisatorischen Errungenschaften Europas.","202.1",NA
"Während des weitaus größten Teils der Menschheitsgeschichte gehörte es zur unhinterfragten Normalität, dass Menschen durch Geburt oder Stand ungleich und in ihrer rechtlichen Selbstbestimmung beschränkt waren, bis hin zum Extrem der Rechtlosigkeit in Form von Leibeigenschaft oder Sklaverei.","601.1",NA
"Erst die christliche und humanistische Kultur der europäischen Völker brachte die vorgenannten Prinzipien hervor und verwirklichte sie in einem jahrhundertelangen Prozess.","601.1",NA
"In den letzten Jahrzehnten ist erschreckenderweise eine Abkehr von diesen europäischen Grundwerten zu verzeichnen.","601.1",NA
"Diesem zivilisatorischen Rückschritt gilt es entgegenzutreten.","601.1",NA
"In Artikel 3 des Grundgesetzes heißt es: ,,Männer und Frauen sind gleichberechtigt.","503",NA
"Der Staat fördert die tatsächliche Durchsetzung der Gleichberechtigung von Frauen und Männern und wirkt auf die Beseitigung bestehender Nachteile hin.","503",NA
"Niemand darf wegen seines Geschlechtes benachteiligt oder bevorzugt werden.“","503",NA
"Diese Sätze haben einen klaren und guten Sinn.","503",NA
"Das Recht, nicht vom Staat aufgrund des eigenen Geschlechts benachteiligt zu werden, ist ein individuelles Menschenrecht.","201.2",NA
"Es kommt jedem Menschen in gleicher Weise zu.","201.2",NA
"Manche Juristen vertreten die falsche These, Artikel 3 GG erlaube es dem Staat, einzelne Menschen ,,stellvertretend“ für ihr jeweiliges Geschlecht zu bevorzugen oder zu benachteiligen, um die als Kollektive vorgestellten Geschlechter ,,gleichzustellen“.","201.1",NA
"Jedoch kann es in einem freiheitlichen Rechtsstaat niemals legitimes Ziel staatlichen Handelns sein, in willkürlich abgegrenzten gesellschaftlichen Teilbereichen eine ebenso willkürlich festgesetzte ,,Geschlechterquote“ zu erzwingen.","201.1",NA
"Genauso wenig kann eine gesetzlich vorgeschriebene Ungleichbehandlung ein Mittel zur Verwirklichung von Gleichberechtigung sein.","201.1",NA
