"text","cmp_code","eu_code"
"Die Versicherten der gesetzlichen Krankenkassen tragen den Großteil der Kosten der Gesundheitsversorgung in der Pandemie.","503",NA
"Zwar war sie bestrebt, die Infektionszahlen in einem Rahmen zu halten, der das kaputtgesparte Gesundheitswesen nicht zusammenbrechen lässt.","504",NA
"Doch das Virus zirkuliert weiter, immer mehr Menschen erkranken und sterben.","504",NA
"Das Land taumelt von einem halbherzigen Lockdown zum nächsten.","305.1",NA
"16 Jahre Angela Merkel haben einen Schleier über die sozialen Unterschiede gelegt, die unsere Gesellschaft so zerklüften, in Unruhe versetzen, die spalten und zu Wut und Ohnmacht geführt haben.","305.2",NA
"Wir sprechen diese Unterschiede an und zu kritisieren sie.","503",NA
"Und wir wollen sie überwinden.","503",NA
"Es geht um mehr soziale Gerechtigkeit und es geht um eine gerechtere Verteilung des Reichtums in diesem reichen Land und in der Welt.","503",NA
"Wir können das ändern.","503",NA
"Die Coronapandemie hat die Krise unserer Infrastruktur","411",NA
"und der öffentlichen Daseinsvorsorge offengelegt.","504",NA
"Jahrzehntelang wurde kaputtgespart, was nun so dringend gebraucht wird.","504",NA
"Zu Recht hatte Gesundheit niemals einen so hohen Stellenwert wie heute.","504",NA
"All jene, die in den Krankenhäusern jetzt dafür einstehen, jeden Tag, Stunde um Stunde, dass nicht noch mehr Menschen der Pandemie zum Opfer fallen, brauchen bessere Arbeitszeiten, und sie brauchen mehr Lohn.","701",NA
"Bessere Gehälter in der Pflege und in den Krankenhäusern hilft nicht nur konkret Beschäftigen,","701",NA
"sondern ist eine Investition in das Wohlbefinden der ganzen Gesellschaft.","504",NA
"Personalmangel und Dauerstress etwa im Gesundheits- und Bildungssystem dürfen nicht sein.","701",NA
"Im Gesundheitswesen fehlt es an Pflegekräften,","504",NA
"die Belastungen steigen, die Einkommen steigen nicht mit.","701",NA
"Es waren politisch gewollte Entscheidungen, die dazu geführt haben, dass die Arbeit und die Lasten in dieser Gesellschaft so ungleich verteilt sind.","305.1",NA
"Wir werden das ändern.","503",NA
"Wir mit dir zusammen.","503",NA
"Wir wollen mit dir dafür streiten, das Gemeinwohl zu stärken und die Kapitalinteressen zurückzudrängen.","503",NA
"Wir kämpfen für ein neues Wirtschafts- und Gesellschaftsmodell.","415",NA
"Unsere Alternative ist der ökologische und demokratische Sozialismus.","415",NA
"Eine neue Politik für alle, die sie längst verdient haben","H",NA
"Unser Ziel: eine neue Politik für eine Mehrheit, die sie längst verdient hat.","202.1",NA
"Wir kämpfen für eine starke soziale Infrastruktur.","504",NA
"Wir wollen, dass die öffentliche Daseinsvorsorge und die Verwaltung in einem reichen Land auf Krisen wirklich vorbereitet sind.","504",NA
"Wir wollen, dass alle damit rechnen können, in Krisen Schutz und Hilfe zu erhalten.","504",NA
"Wir wollen Anerkennung für diejenigen, die die Gesellschaft am Laufen halten, und zwar auch im Portemonnaie: Löhne, die für ein gutes Leben reichen.","701",NA
"Unser Ziel: eine Gesellschaft des guten Lebens für alle.","503",NA
"Wir wollen Arbeit für alle, die gut entlohnt, tariflich abgesichert und gerecht verteilt ist.","701",NA
"Wir wollen einen starken demokratischen und zukunftsfesten Sozialstaat, der gerecht finanziert ist und alle schützt.","504",NA
"Wir wollen eine neue Daseinsvorsorge für alle, die Gesundheit, Pflege, Bildung, Erziehung, Wohnen, Nahverkehr und Energieversorgung öffentlich organisiert, damit sie dem Gemeinwohl dienen und alle die Chance bekommen, ihre Träume zu leben.","413",NA
"Wir schlagen ein linkes Programm vor, das niemanden zurücklässt: einen Plan für den Neustart aus der Pandemie heraus.","503",NA
"Einen Plan für einen sozial und klimagerechten Umbau von Wirtschaft und Infrastruktur.","416.2",NA
"Einen Plan für einen erneuerten Sozialstaat.","504",NA
"Ein Angebot für eine krisensichere Gesellschaft, in der sich die Menschen wieder aufgehoben und geborgen fühlen.","606.1",NA
"Eine Politik, von der die überwiegende Mehrheit der Menschen in diesem Land profitieren würde.","202.1",NA
"Die Einhaltung der sozialen Grundrechte ist eine unabdingbare Voraussetzung für ein würdevolles Leben in einer sozial gerechten Gesellschaft.","503",NA
"Wir setzen uns für die Wahrung der sozialen Grundrechte auf allen gesellschaftlichen Ebenen ein.","503",NA
"Arbeitsplätze in der Krise verteidigen und gut bezahlte, klimagerechte Arbeit schaffen: Als Folge der Pandemie drohen in vielen Branchen Entlassungen und Kahlschlag in den Innenstädten.","701",NA
"Wir wollen staatliche Unterstützung an Garantien für Arbeitsplätze und Tarifverträge binden – und zugleich Weichen für eine bessere Zukunft stellen, für sichere Arbeitsplätze und eine funktionierende öffentliche Infrastruktur.","701",NA
"Wir wollen mit einem Investitionsprogramm die Ausstattung von Bildung, Erziehung, Gesundheit und Pflege deutlich ausbauen und mehr Personal einstellen.","504",NA
"Breitbandnetzausbau investieren.","411",NA
"Wir wollen für die Kommunen Investitionsmittel zur Verfügung stellen, damit in Solardächer, energieeffiziente Gebäude und bezahlbares Wohnen, in bezahlbare Mobilität, Kultur, Sport und in attraktive Innenstädte investiert wird.","301",NA
"So können wir einen Kahlschlag als Folge des Lockdowns verhindern – und zugleich die Weichen für die Zukunft stellen.","408",NA
"Wir schlagen einen öffentlichen Transformationsfonds vor, der klimagerechte Arbeitsplätze für die Zukunft sichert","701",NA
"und ein ökologisches Umsteuern fördert.","416.2",NA
"Mit unserem Zukunftsinvestitionsprogramm können wir bis 2025 eine Million gut bezahlte Arbeitsplätze schaffen,","701",NA
"die helfen, Wirtschaft und Infrastruktur bis 2035 klimaneutral zu machen.","416.2",NA
"Gute Arbeit, gerechte Bezahlung: Die vielen Menschen, die den Laden am Laufen halten und dennoch am Monats­ ende kaum über die Runden kommen, brauchen dringend höhere Löhne.","701",NA
"Wir wollen den gesetzlichen Mindestlohn auf 13 Euro anheben, damit Einkommen aus Arbeit auch wirklich vor Armut schützt.","412",NA
"Die Gehälter für Normal und Geringverdienende müssen deutlich steigen.","701",NA
"Dafür wollen wir Gewerkschaften stärken und es einfacher machen, Tarifverträge für allgemeinverbindlich zu erklären.","701",NA
"Leiharbeit und sachgrundlose Befristungen, Mini und Midijobs drücken auf die Löhne und schwächen die Sozialversicherung.","701",NA
"Wir wollen diese Jobs möglichst in reguläre, voll sozial abgesicherte Arbeitsverhältnisse überführen.","701",NA
"Stress und Überbelastung, während andere ohne Job dastehen – das muss nicht sein.","701",NA
"Arbeitszeitverkürzung sichert Arbeitsplätze in der Industrie und in von der Digitalisierung veränderten Branchen – sie ermöglicht neuen Wohlstand für alle.","701",NA
"Wir unterstützen die Gewerkschaften in ihrem Kampf für eine deutliche Arbeitszeitverkürzung in Richtung einer 30-Stunden-Woche mit vollem Lohn und notwendigem Personalausgleich.","701",NA
"Den Weg dorthin wollen wir mit der Begrenzung von Überstunden und einer Absenkung der gesetzlichen Höchstarbeitszeit flankieren.","701",NA
"Gute Gesundheitsversorgung und menschenwürdige Pflege für alle: Die Coronakrise ist auch Ergebnis der Vernachlässigung wichtiger Pfeiler einer funktionierenden Gesellschaft.","504",NA
"Es ist falsch, dass Krankenhäuser nach Fallpauschalen und mit Gewinnorientierung wirtschaften müssen.","504",NA
"In Krankenhäusern und Pflegeeinrichtungen fehlen für eine gute Betreuung jeweils100.000 Pflegekräfte.","504",NA
"Wir wollen Krankenhäuser und Pflegekonzerne von der Börse nehmen.","413",NA
"Private Krankenhäuser und Pflegebetriebe, die nicht gemeinnützig arbeiten, wollen wir in Gemeineigentum überführen.","413",NA
"Sie müssen nach Bedarf und Gemeinwohl organisiert werden.","504",NA
"Das System der Fallpauschalen wollen wir durch eine bedarfsgerechte Finanzierung ersetzen.","504",NA
"Die Gehälter in der Pflege wollen wir erhöhen, das hilft auch gegen Fachkräftemangel.","701",NA
"Die Zweiklassenmedizin wollen wir mit einer solidarischen Gesundheitsversicherung ablösen, in die alle einzahlen.","504",NA
"Die Pflegeversicherung wollen wir zu einer Vollversicherung umbauen, die alle Leistungen übernimmt.","504",NA
"Die Eigenanteile für die Versicherten oder ihre Angehörigen, die heute viele Menschen in Armut und Verzweiflung treiben, entfallen.","504",NA
"Es darf nicht sein, dass Menschen durch Patente vom Zugang zu Medikamenten und Impfstoffen ausgeschlossen werden, nur um die Profite der Pharmakonzerne hoch zu halten.","504",NA
"Gerade in der Pandemie zeigt sich, dass Pharmaforschung ein öffentliches Gut ist.","413",NA
"Die Lizenzen für die Coronaimpfstoffe müssen freigegeben werden, damit die Impfstoffproduktion beschleunigt werden kann.","504",NA
"Für Bildungsgerechtigkeit: Corona zeigt die Versäumnisse in der Bildungs­politik – beim Personalschlüssel, bei digitaler Ausstattung und bei unzu­reichenden Schutzmaßnahmen.","506",NA
"Gleich gute Bildung für alle Kinder gibt es nur mit einem Aufbauprogramm für mehr Erzieher*innen, Lehrer*innen und Sozialpädagog*innen.","506",NA
"Ein Rechtsanspruch auf einen Kitaplatz bedeutet auch: Anspruch auf gute Betreuung, kleine Gruppen, gut bezahlte und ausgebildete Erzieher*innen und keine Gebühren.","504",NA
"Es sollte selbstverständlich sein, dass es nicht durchs Schuldach regnet, die Toiletten sauber sind und jedes Kind ein mobiles Endgerät sowie Zugang zu Datenvolumen hat.","506",NA
"Ein neuer Sozialstaat: Eine Gesell­schaft, die Sicherheit schafft und Wandel ermöglicht, ist nur mit ausreichender und krisenfester sozialer Absicherung machbar.","504",NA
"Die Pandemie hat gezeigt, dass Leistungen viel zu knapp bemessen sind.","504",NA
"Wir wollen dafür sorgen, dass niemand im Monat weniger als1.200 Euro zur Verfügung hat.","504",NA
"Das ist unsere Grenze für ein gerechtes Mindesteinkommen.","412",NA
"Wir wollen eine Versicherung gegen Erwerbslosigkeit, die auch Soloselbstständige absichert.","504",NA
"Die Zeit von Hartz IV ist abgelaufen.","504",NA
"Wir kämpfen für eine Mindestsicherung, die sanktionsfrei ist, also nicht gekürzt werden kann.","504",NA
"Weg mit der Altersarmut: Im Jahr 2000 lag das Rentenniveau noch bei 53 Prozent, wenn es nach der Bundesregierung geht, soll es auf 43 Prozent sinken.","504",NA
"Das ist ein Programm für Altersarmut!","504",NA
"Wir treten für eine gesetzliche Rente ein, die den Lebensstandard wieder annähernd sichert – in Ost und West gleichermaßen.","504",NA
"Dafür wollen wir die Rentenkürzung zurücknehmen und die Regelaltersgrenze wieder senken.","504",NA
"Das Rentenniveau wollen wir sofort auf 53 Prozent anheben.","504",NA
"Wer derzeit die aktuelle Durchschnittsrente in Höhe von1.048 Euro (netto) bekommt, erhält dann knapp 100 Euro mehr im Monat.","504",NA
"Die Renten von Frauen und allen Menschen, die zu niedrigen Löhnen arbeiten, wollen wir aufwerten, damit auch ihre Lebensleistung endlich zählt.","503",NA
"Und niemand soll im Alter von weniger als1.200 Euro netto leben müssen.","504",NA
"Auch Beamt*innen, Abgeordnete, Freiberufliche und Selbstständige sollen in Zukunft in die gesetzliche Rente einzahlen.","503",NA
"Wir wollen neue gesetzliche Regelungen zur Anerkennung der Lebensarbeitsleistungen.","701",NA
