"text","cmp_code","eu_code"
"Damit diese Balance auf europäischer Ebene gelingt, setzen wir uns für eine europäische China-Strategie und ein gemeinsames Vorgehen des Westens ein.","107",NA
"1.7. Moderne und voll einsatzbereite Bundeswehr","H",NA
"Glaubwürdige Sicherheitsvorsorge leisten","H",NA
"Der Schutz von Frieden und Freiheit ist die vornehmste Aufgabe des Staates.","104",NA
"Die Bürgerinnen und Bürger unseres Landes müssen sich auf eine glaubwürdige Sicherheitsvorsorge verlassen können.","104",NA
"CDU und CSU sind Garanten dafür, dass Deutschland dies nicht zu Lasten unserer Kinder und Enkel vernachlässigt.","503",NA
"Wir verstehen uns als Parteien der Bundeswehr.","104",NA
"Wer wie unsere Soldatinnen und Soldaten Verantwortung in schwierigen Einsätzen übernimmt, hat Anspruch auf die beste Ausrüstung.","104",NA
"Wir werden allen unseren militärischen Verpflichtungen nachkommen und die Vollausstattung der Bundeswehr erreichen.","104",NA
"Deshalb werden wir die Zahl der Soldatinnen und Soldaten der Bundeswehr gemäß Personalstrukturmodell auf 203 000 aufstocken.","104",NA
"Wir stehen zu unseren Zusagen im Rahmen der NATO und der EU, den Verteidigungshaushalt auf zwei Prozent des Bruttoinlandsprodukts weiter zu erhöhen.","104",NA
"Damit erhält auch die Bundeswehr Planungssicherheit.","104",NA
"Spätestens bis 2030 wollen wir die Bundeswehr dazu befähigen, mindestens zehn Prozent der militärischen Fähigkeiten des Bündnisses bereitzustellen.","104",NA
"Damit leisten wir einen entscheidenden Beitrag für eine faire Lastenteilung und für den Zusammenhalt in der NATO.","104",NA
"Dieser Beitrag ist Voraussetzung für unsere Bündnisfähigkeit - und damit in unserem eigenen Interesse.","104",NA
